Smiles,ATSC7c,SdssC,ATSC6p,XLogP,VCH-6,GATS4c,CrippenLogP,ATSC8s,VCH-7,GATS6i,SpMax4_Bhv,GATS7i,ALogp2,ATSC5v,GATS4e,GGI5,ALogP,VE1_Dzp,minaaN,SpMin4_Bhm,minHBint6,ATSC3e,ATSC8i,ATSC6e,gmin,hmin,VR1_Dt,ATSC6v,ATSC1i,AATSC2m,VC-5,ATSC2i,ATSC3v,maxHBa,ETA_BetaP,maxHother,AATSC8s,GATS7c,BCUTp-1h,BCUTw-1h,GGI6,ATSC8v,MLFER_A,ATSC5e,ATSC7v,ATSC6c,GGI7,VR1_D,AATSC3i,GATS8c,Actual,Predicted,Set
CC(C)C[C@H](N[C@H](C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12)C(=O)NO,0.042284406,-1.989555161,0.645582026,3.922,0.125882864,1.075939384,2.05019,-43.43733535,0.183998592,1.021281664,3.442349496,1.032769918,5.73889936,337.7326069,0.928852378,1.861666667,-2.3956,0.09559186,0.0,1.72118835,0.581508107,2.458242993,24.48733044,-0.55292838,-1.15005543,-0.033561477,266.5944729,-96.83330361,12.6403526,1.006513129,0.126073542,-6.206000211,-626.0701586,13.55309961,1.2,0.529145251,-0.20783414,1.190991461,12.3325153,34.96885423,1.303038549,-350.4699416,0.519,-1.614102063,-450.7734857,0.235073603,1.002657313,425.9230308,-0.076462008,1.065351856,8.920818754,7.9271485040875005,Train
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,-0.003811439,0.465961827,-0.155487598,1.182,0.032075015,0.940908615,2.4711,-17.99013807,0.016037507,0.938905514,3.092324045,0.936225859,3.44362249,69.25984347,1.025117609,0.229166667,-1.8557,0.224707924,0.0,1.407429495,0.0,0.175993254,0.091277325,-0.956438935,-0.359425318,0.329513588,359.314506,-130.8051227,4.614977268,-3.386325359,0.0,-19.99121889,-104.5741164,11.59141463,0.97368,0.499357048,-0.315616457,0.927209631,8.66969355,16.00138511,0.182040816,-57.76107349,-0.088,-0.95698187,-138.5941146,0.041358791,0.074652778,167.4439349,-0.04203364,1.249783503,5.696803943,5.770076754359013,Train
C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,0.131972106,-0.640895193,-1.232247485,-2.193,0.109599744,1.034229834,-2.44422,-8.60617284,0.132498381,0.994210552,2.752874485,0.890478263,8.65242225,114.670412,1.078800653,0.670555556,-2.9415,0.117225642,0.0,1.107090939,3.205550016,0.62367668,-3.747648463,-0.15675636,-1.309931028,-0.043676304,114.6189301,-265.5569785,-9.872533801,-1.985560935,0.093957392,2.378439238,-218.3824375,11.51087065,0.97059,0.664542234,-0.344246914,0.837634439,9.52591944,15.99999874,0.268526077,-248.6904796,0.77,-0.48768896,-198.0539932,-0.067320629,0.174496882,108.5376445,-0.236292156,1.037202426,7.698970004,6.911536158825239,Train
CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,0.055273958,5.686098592,-4.201973267,1.697,0.102679974,0.789520996,2.5088,-15.78256635,0.242966475,1.10031525,3.078332031,0.975625041,1.20406729,-122.9373575,0.805997504,0.75,1.0973,0.0742609,0.0,1.426475972,1.023305013,0.631863299,8.013735386,0.007108505,-0.037993433,-0.108682681,441.3748125,-897.5451885,1.48767831,2.415523923,0.209634507,20.03448762,-249.9288525,10.26032195,1.0875,0.547417446,-0.375775389,1.122116449,11.30821052,15.99826422,0.425306122,122.6196063,0.838,-0.106858121,-321.8061277,0.01547227,0.161458333,303.4256294,-0.020352196,1.845652069,6.756961951,6.225580545857431,Train
CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C=C3C(=O)NC(=S)NC3=O,-0.088546285,5.533100474,2.276289808,1.696,0.142723831,0.709338985,2.32352,-14.98258787,0.223920457,0.89068453,3.081938981,0.838326613,5.57196025,-832.3272409,0.743990126,0.840833333,2.3605,0.018347685,0.0,1.566318209,1.073835767,-1.698532454,7.247283845,1.654051573,-0.328954457,0.015015037,242.0090731,552.0498919,-6.341514611,9.613741875,0.145590193,-13.83119767,-434.4152018,12.09479466,1.20833,0.584885498,-0.245616195,1.153161713,11.08106319,34.968854,0.814829932,-307.2059126,1.207,0.555014825,727.0194017,0.201770837,0.407986111,262.82781,0.085520164,1.210508264,6.142667504,5.898852400000458,Train
CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)/C=C/3\C(=O)NC(=S)N(C3=O)C4=CC=CC=C4,-0.069096893,6.356747551,0.966841835,2.734,0.17314927,0.943961253,4.76761,-19.86147957,0.240932988,0.946160719,3.523854241,0.868274182,11.00315241,-926.3516978,0.886881178,1.201944444,3.3171,0.020894802,0.0,1.620486405,0.963861157,-1.323368889,5.395275475,0.958732889,-0.335036751,-0.002130168,307.1355709,376.2083802,-11.55277504,7.005466179,0.208312405,-20.07144812,-150.1925807,13.26350214,1.24167,0.584885498,-0.223162692,1.315666714,12.03527849,34.96885427,1.076870748,-541.0115633,0.605,-0.108575444,765.6610949,0.215576799,0.570330215,287.7349415,0.069211724,1.212891534,5.48148606,5.529799294433943,Train
CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C/3\C(=O)NC(=S)N(C3=O)C4=CC=CC=C4)C,-0.111742708,6.104961844,0.002331698,2.76,0.17314927,0.902826411,4.19694,-23.71474383,0.237213726,0.916214046,3.527202943,0.877930859,11.52466704,-580.6580144,0.853694058,1.201944444,3.3948,0.029521235,0.0,1.639827258,0.956099062,-0.878078741,-22.67293717,0.733260699,-0.340444363,-0.001444297,307.1355709,194.0582619,-11.9691619,7.832223574,0.208312405,-14.8553723,-301.6750462,13.25895824,1.23333,0.585190329,-0.234799444,1.361993506,12.03459607,31.9720725,1.076870748,-1077.071321,0.605,-0.288489892,298.0589912,0.201878788,0.570330215,287.7349415,0.00307261,1.142438197,5.075720714,5.2845189598251,Train
C1=CC=C(C=C1)C2=CC(=C(N2C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4)C=C5C(=O)NC(=O)NC5=O,-0.132502681,1.503886337,-2.46911151,3.209,0.174598999,0.698078487,4.49567,-2.87943911,0.209672851,0.920844382,3.662260084,1.132955407,8.08037476,93.81688673,0.788084347,1.396944444,2.8426,0.310668754,0.0,1.770735013,1.223127178,-1.088007473,-73.99725448,1.826907204,-0.876057915,0.015258055,481.7873672,-908.5352599,4.417962239,-0.503801952,0.136993912,-8.400491352,-104.8292847,12.46859956,1.35417,0.672739198,-0.015821094,0.805960053,12.90899822,16.00646081,1.036099773,-655.3091191,1.604,-0.504628894,-701.9150315,0.048122039,0.924461451,7895.801762,-0.140517345,0.891879387,6.823908741,6.523786516875437,Train
CC1=CC(=NC=C1)NC(C2=C(C3=C(C=CC=N3)C=C2)O)C4=C(C=CS4)C,-0.12706718,7.465048205,-1.740116881,1.365,0.224854119,1.187102595,4.17953,5.237837389,0.215997039,1.110224735,3.348848364,0.922072466,1.01243844,783.273265,1.240441951,0.947777778,1.0062,0.303093395,0.0,1.566136401,0.0,0.27238029,-9.565299007,0.540491202,-1.219120137,0.070192298,187.160829,8.171778643,-0.249874881,2.81326407,0.216857379,4.018534112,-806.6651954,10.9568729,1.20192,0.597956836,0.048053554,1.217372935,13.10611943,31.97207228,0.636054422,-573.7498889,0.265,-0.67145293,-418.0838178,0.247550088,0.529513889,289.5244599,-0.333060257,0.826504147,5.698970004,5.790628720673768,Train
C1=CC=NC(=C1)NC(C2=C(C=C(C=C2)Cl)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,-0.160386197,7.341306829,-0.727897374,1.791,0.091251368,1.200296671,6.26168,-4.687847709,0.146737009,1.036806637,3.366732866,0.958799465,6.79957776,352.6923245,1.150012071,1.125,2.6076,0.302075304,0.0,1.563831555,0.235299145,-0.245046,-8.679119089,1.145602667,-0.184534797,0.086955271,190.1473451,48.18701177,-1.108310337,-1.465809009,0.145988939,-11.42628013,-330.3715862,11.00325299,1.25,0.603669008,-0.04987072,1.167744504,12.52408696,34.9698549,0.650612245,-92.76356277,0.265,-0.866631556,-288.1302718,0.272851476,0.590277778,219.277622,-0.208331938,0.832270304,5.13076828,5.1935541373674265,Train
CC1=CC(=NC=C1)NC(C2=CC(=C(C=C2)OC)O)C3=C(C4=C(C=CC=N4)C=C3)O,0.059535708,4.946624749,2.574044219,1.03,0.087922743,1.108908778,4.29191,0.291111111,0.132614013,0.955380372,3.372629024,1.004257946,0.02175625,1.500060776,1.087832567,1.020833333,0.1475,0.265983086,0.0,1.575588553,1.591038968,0.640001602,-14.61027442,0.362362387,-0.46526644,0.088238261,217.3945443,729.9835373,-2.713963227,1.797463349,0.10987191,3.616241311,-730.1856944,10.9738048,1.2069,0.619226556,0.002328889,1.027223697,12.11894651,15.99871637,0.793469388,-983.1748424,0.557,-1.100008946,-53.84358856,0.066864368,0.680555556,288.3179365,-0.268024892,1.058361079,5.37675071,5.465307378338702,Train
Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,-0.050065629,-0.968231015,1.510357148,4.222,0.163321896,1.018353672,3.67621,42.98413325,0.246187953,0.805397819,3.308822458,0.981255596,1.45612489,92.11681876,1.051036145,1.021666667,1.2067,0.373673589,0.0,1.455096619,0.366362651,0.426313863,14.17571772,-1.252719001,-1.020017668,0.187098647,306.0381757,410.0054228,-6.970117587,4.025334874,0.212535946,-0.537994044,-889.8038272,13.39450955,1.41071,0.716499607,0.693292472,1.2969918,10.62687377,34.96885393,0.735646259,-57.955075,0.702,-0.098832115,-93.84923959,-0.139088627,0.611181973,375.4379463,-0.228171175,1.030934997,7.48148606,6.347730803676646,Train
COC1=CC=C(C=C1)/C=C/C(=O)C2=NC3=CC=CC=C3N2,-0.226933698,3.566107863,0.669434447,1.763,0.101805842,1.249354288,3.70897,9.751156463,0.111551665,1.013979472,3.061819343,1.065593274,0.70509609,365.4063431,1.193509956,0.541666667,0.8397,0.125416533,0.0,1.414617564,0.0,0.268359086,9.635694991,-0.519090534,-0.150909208,0.143262317,224.6911989,234.3581247,-4.494910467,0.021541346,0.031810057,-7.895936809,-376.4257473,12.10549351,1.27381,0.619385984,0.221617192,1.537276432,9.187804539,15.99592527,0.206666667,198.8755731,0.416,0.148649724,-342.2301695,0.136031681,0.209254535,243.6363249,-0.125231793,0.816884924,5.130181792,5.412685252647996,Train
COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=C(C=C2)F)O,0.108724655,0.297804706,1.196222647,2.427,0.048611111,0.58341262,3.76268,14.59272786,0.063280483,0.747061585,2.963251963,0.865956644,0.74373376,-73.94784324,0.663511989,0.701388889,0.8624,0.028490751,0.0,1.435567526,0.0,-1.60675787,3.097306646,-2.761683492,-0.429325869,0.095967313,1668.995423,-451.2588687,-2.297843076,2.286798237,0.045600213,4.246682847,-319.8286127,12.8210558,1.14773,0.674427801,0.247334371,0.768591338,10.0054794,18.99840701,0.426938776,102.2512611,0.128,-1.131656365,294.5302815,-0.109472571,0.239583333,174.71643,-0.134872619,0.954108024,5.356547324,5.417765148338915,Train
C1=CC=C(C=C1)/C=C/C(=O)C2=NC3=CC=CC=C3N2,-0.060207228,2.915108812,-0.428908319,2.578,0.106103079,1.394371568,3.19958,-3.483668632,0.102692446,1.109166913,3.029157614,1.000610443,1.79104689,297.2549816,1.388976465,0.423611111,1.3383,0.021360948,0.0,1.286741188,0.0,0.658276753,10.24488597,-0.434150564,-0.124950869,0.146960664,204.3179269,-57.13622402,-1.212571893,-2.388655963,0.031810057,-19.11353791,-278.3530996,12.0070753,1.32895,0.607986111,-0.096768573,1.425200164,9.155372549,15.99491969,0.167482993,104.9587783,0.416,-0.038486219,-153.2454498,0.113385406,0.15369898,179.4297371,-0.122189356,0.88063161,5.684029655,5.6232255166725436,Train
C1=CC=C2C(=C1)NC(=N2)C(=O)/C=C/C3=CN=CC=C3,0.041220596,2.731120402,-0.504761597,0.455,0.098873264,1.315231602,2.59458,-2.498950617,0.09851831,1.098492422,3.014188677,0.774588328,0.12006225,217.7247109,1.402265672,0.423611111,-0.3465,0.034115663,0.0,1.277835936,0.0,0.49725796,0.904813574,-0.15482036,-0.152728647,0.154773164,204.3179269,-114.009935,-5.696625572,-2.652932834,0.031810057,-14.74661194,-344.0854863,11.98666714,1.35526,0.627986111,-0.073498548,1.066658241,9.118252671,15.99491993,0.167482993,112.8803469,0.416,-0.17397336,-108.0479441,0.104770757,0.15369898,179.4297371,-0.19921372,0.982531896,5.071604148,5.429525422463307,Train
CN1CCC2=C3C1=CC4=C(C3=CC=C2)C(=O)C(=O)C=C4,0.140426383,5.027309854,-4.704915091,1.456,0.09088264,0.706215963,3.08308,-25.94990307,0.20166713,1.17868519,3.105457851,1.010571644,1.27780416,-189.2489908,0.737986922,0.75,1.1304,0.134449149,0.0,1.388810182,0.0,0.631020305,11.3488124,0.062634924,-0.428363804,-0.009396613,441.3748125,-988.5772314,-3.557071367,2.927902333,0.16900011,19.66249745,33.28048925,12.22659273,1.2375,0.616445224,-0.810934471,0.907855762,11.27568245,15.9959242,0.425306122,303.1329754,0.003,-0.233482461,-147.3403205,-0.015357424,0.161458333,303.4256294,0.046146101,1.538022607,5.769551079,5.765304911092645,Train
COC1=CC=CC(=C1OC)/C=C/C(=O)C2=C(C=C(C=C2OC)OC)O,0.235731971,1.781767026,-1.364993503,2.58,0.044889595,0.708547162,3.64078,-14.85205761,0.070274706,0.981540737,2.974754775,0.84111921,0.00198916,-977.1459825,0.791640132,0.826388889,-0.0446,0.006449273,0.0,1.437443205,0.0,-0.528235072,6.517813325,-0.910514694,-0.414929611,0.057770455,335.5213352,-812.3817213,-8.611729594,4.099305301,0.074638689,29.33459583,-65.36742809,12.53258795,1.1,0.676290366,-0.198027435,0.620494641,10.05772732,16.00080204,0.469387755,285.7032759,0.128,-2.773773171,1420.5438,-0.125223222,0.340277778,209.9023994,-0.098872121,0.998553355,5.455931956,5.277126417848188,Train
CC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C)C4=CC=C(C=C4)Cl,-0.212035293,7.011187521,-3.41192965,2.325,0.189641466,1.11319494,3.94904,-5.94086565,0.293361929,1.096183973,3.104352733,1.108324172,4.13390224,645.7991571,0.996817459,1.070277778,2.0332,0.184548192,0.0,1.457775925,0.0,0.070319156,-1.118720414,-1.452716946,-0.125753933,0.050403124,7285.029753,-1110.384647,2.314256122,5.256466531,0.150912196,-10.25911799,-755.450078,12.99761586,1.19792,0.497025415,-0.071576695,1.128586263,12.28783654,34.96938046,0.563265306,537.0122655,0.197,-0.424597807,-823.2968295,0.001701522,0.57727466,334.1005083,-0.184103674,0.550289353,5.823908741,5.9319245952293125,Train
COC1=CC=CC(=C1)/C=C/C(=O)C2=NC3=CC=CC=C3N2,-0.039691925,3.488679528,-1.397377759,1.763,0.101805842,1.167181075,3.70897,4.956712018,0.111551665,1.138734975,3.047748462,0.935107505,0.70509609,311.6122363,1.15955675,0.486111111,0.8397,0.089560732,0.0,1.417503218,0.0,0.268359086,9.693198203,-0.592180222,-0.158314909,0.142547084,302.341523,-253.9760344,-4.494910467,0.021541346,0.031810057,-7.895936809,-376.4257473,12.13029392,1.27381,0.623717404,0.112652546,1.138185671,9.325158386,15.99592527,0.20829932,221.9780779,0.416,-0.214633933,162.8180545,-0.027237058,0.24744898,173.1360249,-0.125231793,0.611956148,5.32330639,5.47343863576048,Train
Cc1cccc(-c2nc(C(=O)O)c(-c3cccc(Cl)c3)n2-c2cc(Cl)ccc2C)c1,0.070213879,-1.013954869,-1.613606984,8.08,0.129611817,1.109049668,7.25343,-28.20570502,0.239672045,0.910958362,3.526027522,1.138065198,6.482116,480.2023106,0.799571879,1.636111111,2.546,0.024978386,4.664358151,1.489611232,0.0,0.124819625,-22.89727892,-1.596258766,-1.013954869,-0.055708774,937.6414142,-538.3435247,-4.694628499,6.170137034,0.137887429,-6.157240383,-777.1824079,12.2694685,1.475,0.510767944,-0.18197229,1.081508286,13.06629119,34.96985518,1.207528345,-907.6479835,0.591,-0.217945594,-1907.835394,-0.136974975,0.836805556,691.8978085,-0.299880364,0.907167484,8.096910013,7.769210329245553,Train
CC1=CC(=CC=C1)C2=NC(=C(N2C3=C(C=CC(=C3)Cl)C)C4=CC(=CC=C4)Cl)C(=O)O,0.056863268,7.862187048,-1.613606984,4.58,0.129611817,1.046423234,7.13243,-28.20570502,0.239672045,0.910958362,3.49330921,1.138065198,14.90114404,480.2023106,0.799571879,1.636111111,3.8602,0.067327882,0.0,1.463910441,0.0,0.124819625,-22.89727892,-1.596258766,-1.013954869,-0.055708774,937.6414142,-538.3435247,-4.694628499,6.170137034,0.137887429,-6.157240383,-777.1824079,12.2694685,1.225,0.510767944,-0.18197229,1.146157274,13.06629118,34.96985518,1.207528345,-907.6479835,0.591,-0.217945594,-1907.835394,-0.080850185,0.836805556,691.8978085,-0.299880364,0.964599738,8.096910013,7.606942797638966,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)F)O)CC4=CC=C(C=C4)[N+](=O)[O-],-0.250278591,0.85407147,-0.815900273,0.981,0.173258741,1.278987994,2.529,18.80297158,0.25583712,0.772790433,3.248413455,0.9990949,6.18715876,161.1008621,1.165501037,1.4625,2.4874,0.435675976,0.0,1.497241184,2.335351781,-0.851373376,-18.43560581,1.039176999,-1.774651164,0.091484552,345.8048691,-361.9035307,5.700598197,0.285985237,0.20590958,-8.314274364,-544.694789,13.40079138,1.27679,0.642682612,0.218639204,0.975138438,12.43157062,18.99840799,0.627755102,-269.2048625,0.348,-1.903484582,-128.2022945,0.240584506,0.449688209,251.545793,-0.347437986,0.738966205,5.022276395,5.114623537850731,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CC4=CC=C(C=C4)[N+](=O)[O-],-0.200065623,3.25593723,-0.932173959,1.442,0.173258741,1.326369227,3.0433,4.794603772,0.276835146,0.899126479,3.251051401,0.890149487,8.68068369,223.9070761,1.281512593,1.4625,2.9463,0.498297543,0.0,1.494312619,0.101113804,-0.567796997,-18.91287678,0.331189655,-1.589808914,0.060368402,345.8048691,-286.978275,6.506728295,0.565138476,0.20590958,-3.142814712,-643.3340437,13.09791568,1.27679,0.623652443,0.055751207,0.930081534,12.5595082,34.9688539,0.627755102,-313.6667423,0.348,-1.919204485,45.07529885,0.179839076,0.449688209,251.545793,-0.369414009,0.703803308,5.619788758,5.571252980036808,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Br)O)CC4=CC=C(C=C4)[N+](=O)[O-],-0.180183661,3.357314681,-1.013270099,1.618,0.173258741,1.33895735,3.1524,3.976847864,0.299892579,0.91143454,3.252719255,0.863830628,9.18271809,253.9188365,1.320188448,1.4625,3.0303,0.504235346,0.0,1.491560105,0.0,-0.436980858,-19.78902229,-0.015768571,-1.582007131,0.059927485,345.8048691,-254.0720499,6.726005849,1.126769294,0.20590958,-1.83847698,-689.2768578,13.10138314,1.26786,0.623473889,0.046242417,0.912358931,12.63182086,78.91833751,0.627755102,-339.7287189,0.348,-1.919300571,119.0808387,0.155622032,0.449688209,251.545793,-0.377450288,0.696139136,5.508638306,5.69597747315869,Train
C1=CC=C(C=C1)CCN2C(=O)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,-0.071547163,4.306880313,-0.510158094,2.438,0.177555979,1.364900086,3.6581,-6.570905601,0.264325204,0.976014526,3.276775799,0.866519645,8.93172996,-79.87892991,1.452341783,1.0075,2.9886,0.355529257,0.0,1.610479865,0.10319965,-0.14071699,2.036375121,0.82388672,-1.416192449,0.012731639,660.8020855,16.36584016,-0.812652331,0.308003328,0.20590958,-4.9324651,-253.2309335,13.04786939,1.19231,0.522164304,-0.074669382,0.922575491,12.46291411,34.96885379,0.719274376,-113.4333816,0.348,-1.551616824,612.8209287,0.185680733,0.505243764,297.8549252,-0.197997499,0.729576152,5.142667504,5.3090906243931295,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CCC4=CC=C(C=C4)N,0.001833605,4.853437588,-1.337773183,0.891,0.173258741,1.22447728,3.2403,-9.412076311,0.277324106,0.972543327,3.285589991,0.823719106,3.21090561,146.7253561,1.378841494,1.063055556,1.7919,0.371567841,0.0,1.612613462,0.097859491,-0.359758713,9.221317268,0.643460186,-1.444934733,0.012731639,380.8695154,-205.4833578,6.21143791,1.565158805,0.20590958,-4.623086187,-479.9223013,13.08198461,1.17593,0.52423042,-0.100128471,0.809533231,12.46904724,34.96885384,0.75845805,267.8463306,0.595,-1.469652633,610.4879554,0.157316739,0.52954932,247.4194641,-0.223236089,0.884157425,5.207608311,5.311479279666545,Train
CC1=NC(=CC=C1)NC(C2=CC(=C(C=C2)OC)O)C3=C(C4=C(C=CC=N4)C=C3)O,0.059842317,4.759124749,3.310843006,0.977,0.087922743,1.150692844,4.75181,0.291111111,0.132614013,0.933501432,3.371664849,1.004257946,0.558009,-239.6184396,1.122086272,1.020833333,0.747,0.289260042,0.0,1.575467048,1.591038968,0.436892402,-14.61027442,0.449757374,-0.46526644,0.034904927,217.3945443,924.460852,-2.713963227,2.052835303,0.10987191,-4.038371243,-489.0671941,10.9738048,1.2069,0.619226556,0.002328889,1.02876258,12.1189465,15.99871637,0.793469388,-983.1748424,0.557,-0.896899746,-53.84358856,0.073390083,0.680555556,288.3179365,-0.154435802,1.056738039,5.37675071,5.407520267736988,Train
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)NC(=O)CCl,-0.405443676,-1.935373751,-0.698729354,0.022,0.060514595,0.925954341,2.0505,22.77704516,0.121806453,1.027899542,3.090097287,1.14588121,0.02839225,-638.7187878,0.931352092,1.1875,-0.1685,0.433666552,0.0,1.260360871,4.693084073,-1.140878407,6.425061005,0.329516492,-0.618247838,0.181823656,236.0007961,-124.3579886,7.936989176,-6.632409051,0.123337554,-3.677891601,-107.1951396,12.58643932,1.21739,0.666564696,0.555537687,1.490341664,10.54067736,34.96938044,0.526530612,491.9281034,0.162,-0.804643858,-621.0260089,0.22897148,0.345486111,273.8808957,0.047722493,0.762960927,6.080921908,5.96022673849618,Train
CC1=NC(=CC=C1)NC(C2=CC(=C(C=C2)Cl)Cl)C3=C(C4=C(C=CC(=N4)C)C=C3)O,-0.012425038,9.299927819,0.839600446,2.153,0.085040069,1.252776963,6.83233,-3.298725853,0.18211752,1.013449762,3.421329431,0.966626358,6.17323716,126.8801323,1.094110995,1.041666667,2.4846,0.294650952,0.0,1.626660039,0.22198601,-0.033491667,-10.08158611,-0.308882,-0.209992091,-0.001337601,210.590973,9.228188294,-1.464387514,5.03250801,0.201800251,-13.78380872,-484.9969912,11.15756956,1.19828,0.520643652,-0.027955304,1.083488199,12.39747824,34.96985508,0.874285714,-513.7210942,0.265,-0.361775556,301.0225437,0.007084972,0.743055556,251.8140477,-0.079447863,0.895676008,5.22184875,5.463702815720428,Train
C1=CC2=C(C(=C(C=C2)C(C3=CC(=C(C=C3)Cl)Cl)NC4=NC=C(C=C4)F)O)N=C1,-0.084400706,6.301405161,0.27167551,1.749,0.087922743,1.228545696,6.65039,0.103714625,0.153205197,0.865486288,3.374112983,0.884250222,1.9881,189.6131067,0.951048381,1.013888889,1.41,0.509119567,0.0,1.558081148,0.257166507,0.273693816,-30.94236641,-0.277864571,-0.385241111,0.095694079,202.2890287,8.238286517,-1.831458737,-1.211710547,0.201800251,-16.2487258,-417.1213746,13.27737381,1.23214,0.731267313,0.001103347,1.07160029,12.2767435,34.96985503,0.749387755,-43.0208226,0.265,0.222177959,40.91152167,0.007691919,0.704861111,299.3232261,-0.087135359,0.884336575,5.045757491,5.057134452678216,Train
C1=CC2=C(C(=C(C=C2)C(C3=C(C(=CC(=C3F)F)F)F)NC4=NC=C(C=C4)F)O)N=C1,0.256295216,-8.147554775,-0.580118603,1.059,0.081908678,1.150804548,5.89999,-100.0337617,0.122455739,1.001665234,3.367619551,1.099301298,0.09721924,198.7605578,0.880045369,1.402777778,0.3118,0.463143224,0.0,1.560643575,5.781418858,0.985285918,-63.87568038,0.341364048,-1.64441715,0.154961102,248.4424413,172.8208368,-4.388582822,-1.174368153,0.136540218,-39.42551877,-320.615557,14.59135351,1.2,0.91700689,-1.064188954,0.954084302,11.84174353,19.00242298,1.079183673,-197.0644026,0.265,1.674709458,-261.4456308,0.063468273,0.876736111,299.8540445,-0.107729152,1.088929772,5.096910013,5.114081644641238,Train
CC1=CC(=NC=C1)NC(C2=CC(=C(C=C2)Cl)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,-0.057048044,8.559655801,0.813095708,2.025,0.087922743,1.182971667,5.88451,-3.850013473,0.166589271,1.016985575,3.376175288,0.922207741,3.78925156,303.7373199,1.084577396,0.958333333,1.9466,0.320795079,0.0,1.562282018,0.229158295,0.384580253,-26.21511131,0.088569227,-0.205645909,0.067076948,205.4123475,173.9259935,-1.299667243,1.868782787,0.201800251,-4.877373183,-667.1573062,11.03312512,1.22321,0.60224723,-0.036320882,1.085486127,12.35818102,34.96985499,0.793469388,-941.0012464,0.265,-0.825305102,305.8538876,0.067772943,0.680555556,259.4252157,-0.27728722,0.827204593,5.443697499,5.393129414905812,Train
C1=CC2=C(C(=C(C=C2)C(C3=CC(=C(C=C3)Cl)C(F)(F)F)NC4=NC=C(C=C4)Cl)O)N=C1,-0.50028662,3.193350884,1.550048828,2.513,0.087922743,1.020591166,7.18899,68.6870354,0.154221093,0.782560746,3.387905047,0.985771572,5.77296729,214.7811251,0.899872395,1.368055556,2.4027,0.250771092,0.0,1.565142699,0.023734841,-0.219597787,-16.26169242,-0.25348032,-4.440069112,0.076822318,289.438509,26.84420943,-3.163177775,1.401447649,0.172832432,59.67962053,-615.1569669,13.59204124,1.17742,0.668811287,0.613277102,1.261755334,12.23633762,34.96985537,0.912653061,146.8599979,0.265,-0.870868142,6.062087363,0.251039092,1.017361111,2676.707167,-0.482219968,0.931465629,5.096910013,5.1709157994331525,Train
C1CC(=O)N[C@@H]([C@H]1C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,-0.166608731,5.636762592,-2.482398664,2.102,0.097222222,1.036130933,4.3872,-0.772569974,0.153746106,1.027356643,2.998017625,0.886405128,6.01279441,188.4844128,0.911979608,0.777777778,2.4521,0.043420064,0.0,1.267559445,0.256945094,-0.802088,1.802985152,0.28847,0.11380487,0.13826196,273.0441432,-334.9956399,2.634213026,-0.260592142,0.09652427,-11.93273301,-490.9136831,11.86258323,1.10714,0.411595293,-0.017168222,1.296619729,11.55017347,34.9701564,0.483265306,282.2191082,0.605,-0.107562,133.3287535,0.146533342,0.385416667,215.8487594,-0.096406862,0.692088445,5.0,5.2630554899274475,Train
CCCN1[C@@H]([C@H](CCC1=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,-0.127000064,5.908046029,-4.183587345,3.025,0.092823355,1.293343871,5.5096,0.289795142,0.173903723,1.055863584,3.249237055,0.962331426,4.959529,-383.7884621,1.122146279,0.951388889,2.227,0.166455295,0.0,1.686829598,0.0,-0.570487556,-4.517231351,0.128874667,0.183203018,-0.120337459,373.3917827,-878.4242503,-5.121192283,2.10039403,0.143185851,-5.725008913,11.90729764,12.62077767,1.04167,0.397990166,0.002841129,0.960480439,12.54585258,34.97015665,0.687346939,107.8076134,0.003,-0.388658667,299.7792744,0.087015121,0.534722222,236.2961561,-0.001836487,0.654047541,5.721246399,5.711681028725697,Train
