Smiles,GGI8,SpMax4_Bhv,SpMax3_Bhm,SHssNH,nHssNH,nHBint6,C3SP3,minaaN,BCUTw-1h,ZMIC2,SpMax1_Bhm,SpMax2_Bhm,piPC3,GGI6,VCH-7,ATSC4i,AATS0m,GGI7,SdssC,AATS8v,SpMin8_Bhv,SpMax8_Bhv,ATS7s,VCH-6,GGI4,nF9Ring,MAXDP,GATS7e,GATS6m,GATS2v,minaaCH,maxHBa,nBase,R_TpiPCTPC,hmax,VC-5,ATSC6m,minHBint6,maxHBint4,MDEC-33,SaasC,VC-3,MDEC-13,BCUTp-1h,VPC-5,ATS0m,AATS7p,MDEO-11,ATSC1m,minwHBa,pIC50
CC1=C(C=CC2=C1N=C3N2CC[C@H]4[C@@H]3[C@@H]([C@]5(N4CC6CC6)C7=C(C=C(C=C7)Cl)NC5=O)C8=C(C(=CC=C8)Cl)F)C(=O)O,1.049453578,3.700156817,3.951872281,0.290341882,1.0,3.0,4.0,0.0,34.9698563,37.20515891,4.084224876,3.966003429,5.332718793,2.111746032,0.971374503,2.975346283,131.4625815,1.426445578,6.369561257,181.3437434,1.315068078,2.986391872,822.8024691,0.491391143,4.090555556,4.0,8.408892235,0.940781472,0.733536733,0.872875168,0.0,16.40889224,1.0,3.301943545,0.911924328,0.565995669,1002.882889,0.640009966,0.192180595,32.7977094,0.0,2.01619767,3.40477747,15.22043782,7.934985859,9070.918123,1.377758021,0.481411137,65.5634408,-0.975532704,8.397940009
CCOc1cccc(CN2[C@H]3COc4c5cc(C(=O)O)ccc5nn4[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,1.245244394,3.796932924,3.98287039,0.320882664,1.0,4.0,2.0,4.968516571,34.96985677,41.29828436,4.128779982,4.034726766,5.564041365,2.346122449,0.744944038,-39.61451458,135.3465742,1.636515023,-1.265364224,207.6432721,1.359757619,3.110941553,941.8122428,0.400483178,4.166666667,4.0,8.584268498,1.023268876,0.724054238,0.839883983,1.518870737,16.5842685,1.0,4.998128006,1.017701326,0.484173846,1213.71161,0.98872,0.191488266,30.50194841,5.734010602,1.856825528,1.790302893,15.33776185,7.263026302,10015.64649,1.461959708,0.481411137,72.8489144,-1.05225762,8.397940009
CN(C)CCNC(=O)C1=CC2=C(C=C1)N3CC[C@H]4[C@@H](C3=N2)[C@@H]([C@]5(N4CC6CC6)C7=C(C=C(C=C7)Cl)NC5=O)C8=C(C(=CC=C8)Cl)F,1.033596309,3.699522333,3.942365404,0.629230483,2.0,3.0,4.0,0.0,34.96985664,39.10153428,4.083173448,3.963100011,5.332718793,2.198231293,0.947102468,18.81498424,119.1143592,1.438598356,7.316293087,184.7504572,1.438534659,3.119371916,901.3024691,0.496547827,3.854444444,4.0,8.514249035,1.215023469,0.744121852,0.851128546,0.0,16.51424903,2.0,3.287000693,0.90922371,0.508027526,1253.136531,0.640863064,0.18987745,29.06089175,0.0,2.232625499,2.833487398,15.20804008,7.661265802,9648.263095,1.372422642,0.090909091,143.8377743,-0.171835674,8.301029996
C1CN(C(=O)[C@H]2[C@@H]1N([C@]3([C@@H]2C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC3=O)CC6CC6)C7=CC=C(C=C7)C(=O)O,0.780045351,3.700838411,3.868356222,0.306431997,1.0,4.0,4.0,0.0,34.96985622,41.26590917,4.075739081,3.960666085,5.214935758,2.067346939,0.837243201,7.76005063,134.1105954,1.328266723,2.995601327,179.5622435,1.290371559,2.971530221,826.5185185,0.439290404,3.868333333,2.0,8.201752316,0.991252239,0.747776832,0.938126756,0.0,16.20175232,1.0,2.833786642,0.93098297,0.489640256,1003.059462,0.521552592,0.19252207,24.73492332,0.0,1.851415998,0.0,15.08782458,7.023861443,8985.40989,1.354843032,0.866025404,43.35663032,-1.029172294,6.519993057
NC(=O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1ccnc(Cl)c1F,0.93255543,3.69845212,3.975905343,0.321932727,1.0,3.0,3.0,4.285523386,34.96985623,33.10061889,4.128022885,4.033943568,5.432083107,2.056190476,0.87103221,-32.33681613,141.0383375,1.323129252,-0.673439301,199.8012817,1.285229005,2.851598033,825.8261317,0.465631213,3.774444444,4.0,8.262459359,1.081478293,0.757077924,0.880368233,1.660410375,16.26245936,1.0,4.870960795,0.977904266,0.481629578,638.3788169,1.077195546,0.207102805,28.47392774,4.389515175,1.8514489,0.0,15.06648992,6.93417993,9026.453602,1.379152107,0.090909091,56.17493334,-0.539497179,7.886056648
C1CC1CN2[C@H]3COC4=C5C=C(C(=CC5=NN4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=C(C(=CC=C8)Cl)F)F)C(=O)O,1.011180398,3.698053508,3.949701595,0.325856912,1.0,4.0,3.0,0.0,34.96985635,38.9375,4.081538171,3.964414726,5.323009979,2.091337868,0.884454191,-0.152313822,146.7846388,1.370039683,1.516907619,198.6683818,1.285229005,2.948488882,832.6872428,0.467830647,3.965555556,4.0,8.314403804,0.986366189,0.733022756,0.886489302,0.0,16.3144038,1.0,3.405669145,0.987514605,0.497884007,927.2508566,0.980679985,8.700999638,31.63352614,0.0,1.918447084,0.0,15.08420293,7.100012636,9394.216886,1.391264078,0.481411137,34.35194668,-1.3877665,7.886056648
C1CC(C1)CN2[C@H]3COC4=C5C=CC(=CC5=NN4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=C(C(=CC=C8)Cl)F)C(=O)O,0.994551524,3.680668537,3.937399592,0.309779949,1.0,3.0,3.0,0.0,34.96985632,38.51163354,4.080023326,3.962303079,5.318119994,2.108526077,0.785858308,-24.19042573,137.0237295,1.378649376,4.602624899,192.5493139,1.280029667,2.913310417,873.159465,0.437255123,3.895555556,4.0,8.376070471,0.9969844,0.750044696,0.901229951,0.0,16.37607047,1.0,3.323055361,0.964077105,0.484173846,576.6289863,1.042491439,0.19869627,28.47392774,0.0,1.875057161,0.0,15.17560125,7.117961951,9180.589875,1.391278759,0.481411137,63.45106031,-1.031566541,7.698970004
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,1.024297682,3.674407722,3.982817401,0.301967449,1.0,3.0,3.0,4.947042601,34.9698564,39.59847329,4.128145248,4.034378653,5.453717266,2.219455782,0.761959193,-22.44259686,133.2412303,1.438562925,-1.153840511,187.0515109,1.339334415,2.915632481,926.659465,0.474767473,3.899444444,4.0,8.441070471,0.989155583,0.748675333,0.903767114,1.556774356,16.44107047,1.0,4.724298814,0.964077105,0.484173846,523.5892566,1.037596388,0.193300123,28.47392774,4.563401975,1.875057161,0.0,15.26628877,7.424148169,9326.886124,1.388694291,0.481411137,75.58638897,-1.030580348,7.431798276
COc1cccc(CCN2[C@H]3Cn4c(nc5cc(C(=O)O)ccc54)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,1.07997134,3.800019894,3.982976549,0.305234515,1.0,3.0,3.0,5.0509602,34.96985666,41.70125191,4.146782068,4.035556466,5.560200746,2.156598639,0.907900832,-46.16870425,133.6942259,1.657348356,-1.154494857,205.669109,1.436602823,3.048826967,800.6774691,0.492631428,4.062222222,2.0,8.488653815,0.853708029,0.765638204,0.826286573,1.600255329,16.48865382,1.0,5.042044957,0.952317452,0.506231696,1049.835402,0.655350178,0.190858462,30.07344107,6.619918437,1.89277861,1.877773182,15.16511377,7.680888375,9759.678487,1.515917974,0.481411137,63.24707748,-1.014609966,8.397940009
CC(C)(CNC(=O)C1=CC2=C(C=C1)N3CC[C@H]4[C@@H](C3=N2)[C@@H]([C@]5(N4CC6CC6)C7=C(C=C(C=C7)Cl)NC5=O)C8=C(C(=CC=C8)Cl)F)O,1.061295351,3.699585688,3.942529473,0.639664511,2.0,3.0,5.0,0.0,34.96985665,38.63130868,4.083177823,3.963119769,5.332718793,2.239047619,0.947102468,58.37145619,121.3377373,1.5080428,6.78563738,178.6083273,1.397907737,3.112210712,893.8858025,0.496547827,4.094444444,4.0,8.5042051,1.039029526,0.779732423,0.889673784,0.0,16.5042051,1.0,3.289951713,0.912695933,0.508027526,590.8453654,0.634195431,0.18762982,29.06089175,0.0,2.809785687,3.131770273,15.20835161,7.788491311,9707.018983,1.388850716,0.327308798,91.36775374,-0.272176223,8.15490196
C1CC(C1)CN2[C@@H]3CN(C(=O)[C@@H]3[C@H]([C@]24C5=C(C=C(C=C5)Cl)NC4=O)C6=C(C(=CC=C6)Cl)F)C7=CC=C(C=C7)C(=O)O,0.822908793,3.683619254,3.878358209,0.308823579,1.0,4.0,4.0,0.0,34.96985622,41.99416395,4.079732959,3.960712692,5.231108617,2.046938776,0.823522041,-8.681575069,134.1105954,1.342970522,2.978251799,184.2376084,1.263295948,2.884028353,799.5462963,0.470092298,3.925,1.0,8.165189816,0.972082354,0.768619148,0.930965483,0.0,16.16518982,1.0,2.858,0.93098297,0.489640256,633.1065936,0.525768779,0.194107342,24.95502125,0.0,1.851415998,0.0,14.99713712,7.050585288,8985.40989,1.387161317,0.866025404,43.35663032,-1.029407363,6.567030709
C1CC1CN2[C@H]3CN4C5=C(C=C(C=C5)C(=O)O)N=C4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=C(C(=CC=C8)Cl)F,0.86148904,3.697892467,3.945661466,0.305545964,1.0,3.0,4.0,0.0,34.96985612,38.35084504,4.090764917,3.963699482,5.293304825,2.003854875,1.039015386,-1.124904733,139.338502,1.284013605,5.543770975,195.2490648,1.285229005,2.880593489,711.6635802,0.563201825,3.67,2.0,8.243214509,0.976285315,0.753806564,0.889944555,0.0,16.24321451,1.0,3.362880886,0.911924328,0.506231696,755.1712958,0.664916321,0.203191578,29.16808943,0.0,1.911010243,0.0,15.01941395,7.343200083,8778.325625,1.42061639,0.481411137,41.93131723,-0.994340574,8.698970004
C1COC2=C3C=C(C=CC3=NN2[C@@H]4[C@H]1N([C@@]5([C@H]4C6=C(C(=CC=C6)Cl)F)C7=C(C=C(C=C7)Cl)NC5=O)CC8CC8)C(=O)O,0.975647203,3.698918963,3.934740545,0.304996786,1.0,3.0,3.0,0.0,34.96985632,37.78337876,4.077689614,3.962106522,5.303304908,2.06430839,0.84902873,-1.223221767,137.0237295,1.373476474,4.61951548,181.9016869,1.321981014,2.988938645,916.5761317,0.449537,3.825,2.0,8.412632971,0.977495045,0.739496249,0.908057451,0.0,16.41263297,1.0,3.332354381,0.964077105,0.484173846,751.1055988,1.029598344,0.196686963,28.5953962,0.0,1.875057161,0.0,15.22478921,7.10926844,9180.589875,1.384627335,0.481411137,63.45106031,-1.026366037,8.0
COc1cccc(CN2[C@H]3CCN(Cc4ccc(C(=O)O)cc4)C(=O)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,1.152958869,3.796666745,3.869730623,0.308470308,1.0,3.0,3.0,0.0,34.96985676,46.63002913,4.089430303,3.984024415,5.413875707,2.160498866,0.714764257,-17.56603481,129.4384773,1.656427154,-1.390758267,188.3868341,1.393588856,3.018080355,978.1018519,0.368720008,4.420555556,2.0,8.450482427,0.995694969,0.761041151,0.854700911,1.537679203,16.45048243,1.0,3.439669159,0.970164037,0.471006356,869.1735134,0.550288348,0.181769097,25.46250025,5.919973566,1.909246353,1.911081232,15.30758137,7.277585494,9966.762752,1.41662374,0.810760202,62.41272519,-1.01340203,7.468521083
C1CCCC(CC1)N2[C@H]3COC4=C5C=CC(=CC5=NN4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=C(C(=CC=C8)Cl)F)C(=O)O,1.004889456,3.644700969,3.937494695,0.28807856,1.0,3.0,2.0,0.0,34.96985649,43.98811781,4.081476086,3.962323891,5.332718793,2.198231293,0.717249177,-40.57213569,129.7696215,1.623476474,4.688317095,183.2275174,1.328138101,2.995924778,981.1553498,0.367121569,4.219444444,4.0,8.543430164,0.960892609,0.760887711,0.928914665,0.0,16.54343016,1.0,3.231852178,0.964077105,0.500743524,532.5508366,1.033763441,0.184017954,29.24512135,0.0,1.783280967,0.0,15.5806635,7.582225494,9473.182373,1.386254036,0.481411137,87.16062713,-1.028913681,7.494850022
C1CC1CN2[C@H]3CN4C5=C(C=C(C=C5)C(=O)O)N=C4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=CC(=CS8)Cl,0.73803225,3.690985132,3.954275733,0.27798438,1.0,2.0,4.0,0.0,34.9701585,35.79199796,4.162092173,4.02459987,5.220355825,1.821768707,1.13464966,4.476577768,152.5947599,1.026218821,8.837810441,198.675891,1.285229005,2.838184602,528.7808642,0.713798641,3.371666667,2.0,7.420190871,0.77100775,0.905743306,0.867658996,0.0,14.42019087,1.0,3.179685611,0.763935644,0.494423002,-208.9285007,0.646841645,0.208359472,25.35925433,0.0,2.009874315,0.0,15.43094949,8.057577156,9155.685595,1.501494746,0.481411137,79.29943925,-0.929498977,8.522878745
O=C(O)c1ccc2c(c1)nc1n2C[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,0.86148904,3.702442869,3.983013895,0.305545964,1.0,3.0,4.0,5.02130186,34.96985612,38.35084504,4.147446055,4.035759071,5.427699538,2.003854875,1.039015386,-1.124904733,139.338502,1.284013605,-1.069403459,195.2490648,1.285229005,2.868238426,711.6635802,0.563201825,3.67,2.0,8.243214509,0.976285315,0.753806564,0.889944555,1.615540533,16.24321451,1.0,5.019837835,0.911924328,0.506231696,755.1712958,0.664916321,0.203191578,29.16808943,5.110656835,1.911010243,0.0,15.01941395,7.343200083,8778.325625,1.42061639,0.481411137,41.93131723,-0.994340574,8.698970004
CCOC1=CC=CC(=C1)CN2[C@@H]3CCN(C(=O)[C@@H]3[C@H]([C@]24C5=C(C=C(C=C5)Cl)NC4=O)C6=C(C(=CC=C6)Cl)F)C7=CC=C(C=C7)C(=O)OC,1.157242063,3.766581843,3.870803888,0.307171191,1.0,3.0,3.0,0.0,34.96985685,43.32130657,4.075621562,3.960672848,5.375278408,2.417687075,0.699826588,-11.85419446,126.4132375,1.645124717,5.139236482,196.3139207,1.474304367,3.116305027,969.4768519,0.368720008,4.260555556,2.0,8.520355489,0.961686295,0.735693075,0.844595857,0.0,16.52035549,1.0,3.062633833,0.98460719,0.488314629,1485.397082,0.529519377,0.181181876,26.59073528,0.0,1.829207485,3.453155505,15.34190091,7.374234433,10113.059,1.424005615,0.360562393,115.4646899,-0.461273976,5.482408269
CN(C)C(=O)c1ccc2c(c1)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,0.950688146,3.704315452,3.983012405,0.2859525,1.0,2.0,4.0,5.233229298,34.96985637,38.51781064,4.132020836,4.039940786,5.457988495,2.136190476,0.947102468,31.32970357,125.4583354,1.436011905,-0.107815515,185.8622198,1.291301276,2.977121061,828.8858025,0.496547827,3.854444444,4.0,8.443560704,1.089112226,0.728587605,0.822218967,1.872329912,16.4435607,1.0,4.905586933,0.905751488,0.551875243,1314.895929,0.647720027,0.193342259,29.06089175,5.775650398,2.134617041,4.017101147,15.20812147,7.75377155,9158.458484,1.371971787,0.090909091,129.2117562,-0.16981303,7.958607315
C1CN2C3=C(C=C(C=C3)CO)N=C2[C@@H]4[C@H]1N([C@@]5([C@H]4C6=C(C(=CC=C6)Cl)F)C7=C(C=C(C=C7)Cl)NC5=O)CC8CC8,0.90130543,3.698884651,3.93510682,0.288067433,1.0,3.0,4.0,0.0,34.9698561,38.2570177,4.082808236,3.962400615,5.267858159,1.959818594,0.952084683,13.9826101,129.4132239,1.301445578,8.010970175,179.614574,1.285229005,2.979897444,779.8580247,0.496547827,3.654444444,4.0,8.339209975,1.059595415,0.744847939,0.902863739,0.0,16.33920997,1.0,3.217582418,0.892585979,0.491017181,745.0156544,0.659723201,0.198607786,27.07025513,0.0,1.899884493,0.0,15.1995311,7.439276314,8670.686001,1.38708056,0.090909091,75.60980756,-0.15249745,7.698970004
C1CCC(C1)CN2[C@H]3CCN4C5=C(C=C(C=C5)C(=O)O)N=C4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=C(C(=CC=C8)Cl)F,1.024297682,3.672024979,3.940646585,0.279716882,1.0,3.0,4.0,0.0,34.96985638,39.4394287,4.082271438,3.962889867,5.323009979,2.219455782,0.82670101,14.43472396,128.0168663,1.438562925,5.646254406,176.0610315,1.353391489,2.983202157,895.2191358,0.500261726,3.899444444,4.0,8.474777009,0.931458783,0.735453493,0.916732326,0.0,16.47477701,1.0,3.216222426,0.911924328,0.506231696,801.6320468,0.614214796,0.184869789,29.06089175,0.0,1.911010243,0.0,15.38216399,7.880012913,9217.214372,1.400390652,0.481411137,76.57358706,-0.989764021,7.823908741
CC(C)CN1[C@H]2CCN3C4=C(C=C(C(=C4)OC)C(=O)N)N=C3[C@H]2[C@@H]([C@@]15C6=C(C=C(C=C6)Cl)NC5=O)C7=C(C(=CC=C7)Cl)F,1.165154951,3.611114932,3.949917795,0.292529669,1.0,3.0,4.0,0.0,34.96985639,36.80309808,4.082567037,3.964919735,5.327876169,2.365714286,0.783952043,25.63869951,126.9885255,1.544465703,6.258601973,175.5003464,1.397439623,2.995301783,899.9135802,0.394976725,4.495555556,4.0,8.428510301,1.021493346,0.778106926,0.793559561,0.0,16.4285103,1.0,3.404361223,0.921376488,0.525037871,318.742071,0.634650006,3.174600357,32.08746336,0.0,2.176177422,8.095546844,15.26017215,7.842206846,9270.162364,1.330510739,0.090909091,83.37944615,-0.589560482,8.698970004
COc1cc(C(=O)O)ccc1N1CC[C@H]2[C@@H](C1=O)[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,0.9281935,3.706786454,3.904274797,0.307299765,1.0,4.0,4.0,0.0,34.96985641,38.7235943,4.090307288,3.984100512,5.314436748,2.127755102,0.843539058,0.396836665,132.2207625,1.459360828,-1.490413057,176.7397527,1.29663416,2.965186108,931.8101852,0.435568888,4.339444444,2.0,8.30045432,1.055837268,0.774041829,0.884611418,1.419274356,16.30045432,1.0,3.222221226,0.951391133,0.50132423,519.2438168,0.505601669,0.188835432,27.80593211,4.277706388,1.900355686,2.43165187,15.10500076,7.270258407,9387.67414,1.308142737,0.866025404,60.34218064,-1.090931553,7.148741651
COc1cc(C(=O)O)ccc1N1C[C@H]2[C@@H](C1=O)[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,0.956435815,3.705732196,3.912370121,0.317503847,1.0,4.0,4.0,0.0,34.96985632,39.22539292,4.09451839,3.984136129,5.309504556,2.081904762,0.924281883,-14.50852985,135.902616,1.361217404,-1.506680616,188.7081623,1.394409355,2.878191511,848.5601852,0.500169233,4.195,1.0,8.19889182,1.074877859,0.787333939,0.865987435,1.415237528,16.19889182,1.0,3.296426581,0.951391133,0.50132423,383.9069188,0.520059759,0.195595806,28.10572298,4.250040099,1.900355686,2.471413509,14.9236258,7.169592499,9241.377891,1.326062831,0.866025404,49.90064056,-1.092152815,7.508638306
C1[C@H]2[C@H]([C@@H]([C@]3(N2CC4CC4(F)F)C5=C(C=C(C=C5)Cl)NC3=O)C6=C(C(=CC=C6)Cl)F)N7C(=C8C=CC(=CC8=N7)C(=O)O)O1,1.192586294,3.742359556,3.937748894,0.348842449,1.0,3.0,3.0,0.0,34.96985648,39.67556367,4.081897257,3.962362676,5.327876169,2.645759637,0.886296506,10.01304638,152.4084398,1.743339002,2.730564069,209.058147,1.275962478,2.908915196,1156.742798,0.491043065,3.944444444,4.0,8.31415689,1.015792117,0.743096593,0.881373188,0.0,16.31415689,1.0,3.258709822,1.025301595,0.504793499,834.098448,0.950581163,0.186699646,28.47392774,0.0,2.061320865,0.0,15.07353898,7.101011833,9754.140146,1.384763913,0.481411137,19.0644088,-1.105767314,7.721246399
O=C(O)c1csc(N2C[C@H]3[C@@H](C2=O)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc4cc(Cl)ccc42)N3CC2CC2)n1,0.731205908,3.698660607,3.9838863,0.320913726,1.0,3.0,4.0,4.3418115,34.96985664,39.72276915,4.219848388,4.084694344,5.246365961,1.915419501,1.001514279,1.150246401,160.4552123,1.256200397,-1.423476442,193.9690951,1.285229005,2.844526027,819.4104938,0.550996782,3.876666667,1.0,8.066967372,1.06808576,0.745276681,0.902969477,1.725422713,16.06696737,1.0,3.228453365,0.936003546,0.503159809,448.3278111,0.538820179,0.202210209,25.8676802,4.183370505,1.880571275,0.0,14.95250754,7.26939462,9627.312735,1.408386158,0.932089182,48.12200111,-1.077406208,8.045757491
COc1cccc(CCN2[C@H]3CCn4c(nc5cc(C(=O)O)ccc54)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,1.131629504,3.800262423,3.982948537,0.295030434,1.0,3.0,3.0,5.1109602,34.96985675,40.64929275,4.130897752,4.038775579,5.564041365,2.255419501,0.815987914,-30.63170444,130.3417728,1.665178571,-1.14726106,200.4149089,1.37872653,3.088356398,883.3996914,0.425977431,4.166666667,4.0,8.590216315,0.873052736,0.747214834,0.844499569,1.609472929,16.59021632,1.0,4.897365231,0.952317452,0.506231696,1263.857944,0.637447918,0.184022713,29.95722582,6.664438319,1.89277861,1.868186699,15.34648881,7.782415542,9905.974736,1.476422521,0.481411137,74.39473978,-1.012005799,8.096910013
C1CC1CN2[C@H]3C[C@@H](N[C@H]3[C@@H]([C@@]24C5=C(C=C(C=C5)Cl)NC4=O)C6=C(C(=CC=C6)Cl)F)C7=CC=C(C=C7)C(=O)N,0.73776455,3.698956334,3.865971612,0.34235281,2.0,2.0,3.0,0.0,34.96985602,40.54895098,4.074852701,3.960422258,5.164785974,1.643446712,0.926617168,-23.71182577,129.1882103,1.139845522,5.42924215,178.2490501,1.326579365,2.891050575,694.7139918,0.505756036,3.358888889,1.0,8.082073267,1.054062044,0.777285663,0.953206979,0.0,16.08207327,2.0,2.840475446,0.844385747,0.465533863,621.6585921,0.018180062,0.203788718,24.61153354,0.0,1.856687966,0.0,14.84647188,6.822036164,8526.42188,1.359578662,0.083333333,38.27063938,-0.445548507,5.839531469
O=C(O)c1cc2nc3n(c2cc1OC(F)(F)F)C[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,1.081742882,3.703190681,3.983155578,0.323957452,1.0,6.0,4.0,4.82208559,34.96985669,42.82323429,4.151906075,4.041352929,5.479075201,2.42430839,1.041909966,-25.16116536,153.1396964,1.547087585,-1.800779892,197.7399924,1.370885419,3.044742243,901.0246914,0.559978897,4.461111111,2.0,8.330612925,0.791307064,0.749769417,0.877801547,1.074014934,16.33061292,1.0,5.170394849,1.619678004,0.521203683,1022.755179,0.580038632,2.382254369,32.26299236,2.311769073,2.073250497,0.0,15.02746925,7.608129877,10260.35966,1.398591149,0.481411137,13.12384717,-1.582997982,8.698970004
C1CC1CN2[C@H]3COC4=C5C=C(C=NC5=NN4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=C(C(=CC=C8)Cl)F)C(=O)O,0.910871756,3.696992382,3.933660348,0.323765289,1.0,4.0,3.0,0.0,34.96985624,37.0200161,4.080339164,3.962035392,5.298317367,2.035782313,0.867550051,-3.323452776,144.2096744,1.319657029,3.828890929,193.861717,1.285229005,2.906673878,799.0761317,0.462377796,3.774444444,4.0,8.298724792,1.06940409,0.755809938,0.880147495,0.0,16.29872479,1.0,3.377304285,0.977965994,0.479973703,626.2547608,1.034188891,0.205831174,28.5953962,0.0,1.860507438,0.0,15.07449181,6.89850449,9085.20949,1.394611397,0.481411137,46.25375896,-1.091470204,8.045757491
CC(=CCN1[C@H]2COC3=C4C=CC(=CC4=NN3[C@H]2[C@@H]([C@@]15C6=C(C=C(C=C6)Cl)NC5=O)C7=C(C(=CC=C7)Cl)F)C(=O)O)C,1.01268424,3.594657108,3.937330941,0.324218016,1.0,3.0,2.0,0.0,34.96985631,38.51163354,4.079437982,3.962289807,5.308267697,2.336235828,0.716315647,-45.05467345,137.0237295,1.623476474,5.350778872,185.233722,1.289079516,2.913893582,864.659465,0.3727054,3.944444444,4.0,8.338349277,0.889365694,0.746325415,0.805764861,0.0,16.33834928,1.0,3.533366166,0.98102155,0.484173846,620.2013072,1.026887984,0.202155528,27.86641529,0.0,1.95960815,4.756708513,15.17697624,6.93361814,9180.589875,1.458848333,0.481411137,54.7816747,-1.044321964,7.397940009
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(C2CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,0.975143298,3.658081462,3.98287136,0.29589106,1.0,3.0,2.0,4.960364596,34.9698564,41.88006663,4.129337209,4.034698373,5.457988495,2.087301587,0.762892723,-22.01475356,133.2412303,1.563562925,-1.146144732,187.7470286,1.313538984,2.901604853,927.6553498,0.469183642,4.215555556,4.0,8.478430164,0.964304833,0.761186356,0.914349263,1.558693081,16.47843016,1.0,4.664090284,0.964077105,0.500743524,596.3656751,1.038794,0.189385773,29.24512135,4.588055907,1.783280967,0.0,15.48997594,7.582225494,9326.886124,1.388458591,0.481411137,75.58638897,-1.029899874,7.443697499
O=C(O)c1ccc2c(c1)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CCCC1,1.024297682,3.67672324,3.982954516,0.279716882,1.0,3.0,4.0,5.118338897,34.96985638,39.4394287,4.131092284,4.038836558,5.453717266,2.219455782,0.82670101,14.43472396,128.0168663,1.438562925,-1.053394555,176.0610315,1.371826785,2.967047747,895.2191358,0.500261726,3.899444444,4.0,8.474777009,0.931458783,0.735453493,0.916732326,1.629274356,16.47477701,1.0,4.724298814,0.911924328,0.506231696,801.6320468,0.614214796,0.184869789,29.06089175,5.180723052,1.911010243,0.0,15.38216399,7.880012913,9217.214372,1.400390652,0.481411137,76.57358706,-0.989764021,7.823908741
C1CC1CN2[C@H]3CN4C5=C(C=C(C=C5)C(=O)O)N=C4[C@H]3[C@@H]([C@@]26C7=C(C=C(C=C7)Cl)NC6=O)C8=CC=C(S8)Cl,0.73803225,3.690144798,3.9546537,0.27798438,1.0,2.0,4.0,0.0,34.9701585,34.04904095,4.185550102,4.035938284,5.214935758,1.821768707,1.13464966,3.780931763,152.5947599,1.026218821,9.025567643,198.675891,1.285229005,2.838604353,528.7808642,0.713798641,3.371666667,2.0,7.420190871,0.77100775,0.905743306,0.857072511,0.0,14.42019087,1.0,3.181620314,0.763935644,0.494423002,-208.9285007,0.646841645,0.208359472,25.35925433,0.0,2.221783941,0.0,15.43094952,8.114577184,9155.685595,1.501494746,0.481411137,79.29943925,-0.929498977,8.15490196
