Smiles,GGI8,SpMax4_Bhv,SpMax3_Bhm,SHssNH,nHssNH,nHBint6,C3SP3,minaaN,BCUTw-1h,ZMIC2,SpMax1_Bhm,SpMax2_Bhm,piPC3,GGI6,VCH-7,ATSC4i,AATS0m,GGI7,SdssC,AATS8v,SpMin8_Bhv,SpMax8_Bhv,ATS7s,VCH-6,GGI4,nF9Ring,MAXDP,GATS7e,GATS6m,GATS2v,minaaCH,maxHBa,nBase,R_TpiPCTPC,hmax,VC-5,ATSC6m,minHBint6,maxHBint4,MDEC-33,SaasC,VC-3,MDEC-13,BCUTp-1h,VPC-5,ATS0m,AATS7p,MDEO-11,ATSC1m,minwHBa,pIC50
Oc1c(C(Nc2ccc(F)cn2)c2ccc(F)cc2Cl)ccc2cccnc12,0.413958176,3.364811593,3.794022069,0.339337955,1.0,2.0,0.0,4.064213278,34.96885392,36.42906932,4.049461354,3.956665336,5.049856007,0.728979592,0.135020373,-6.905801202,139.6883032,0.701388889,0.0,196.1791686,0.958005616,2.688444393,379.6995885,0.087922743,2.022222222,0.0,5.664626976,0.992756785,0.926970847,0.93307317,1.120061203,13.66462698,0.0,9.390407366,0.943059965,0.145988939,391.5798267,0.139212994,3.700553732,13.2124875,2.046363582,0.78817348,0.0,12.39330542,2.236102616,5866.908733,1.526849885,0.0,-16.09628658,-0.438389458,5.0
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)NC(=O)CCl,0.159989922,3.090097287,3.656604007,0.490499417,1.0,4.0,0.0,0.0,34.96938044,35.03381171,4.01314066,3.791748171,4.753590191,0.526530612,0.121806453,-17.29146962,153.0643979,0.345486111,-1.935373751,165.8602451,0.761771726,2.451559551,257.3374486,0.060514595,2.284444444,0.0,5.586439321,1.32636662,1.127510576,0.903218913,0.0,12.58643932,0.0,6.0509684,0.666564696,0.123337554,-158.998,4.693084073,6.531192505,17.37188286,0.0,0.656001202,0.0,10.54067736,1.960247563,5051.12513,1.342843081,1.735593231,-78.59644091,-0.618247838,6.080921908
O=C(O)c1nc(C2CCCCC2)n(-c2cccc(Cl)c2F)c1-c1ccc(F)c(Cl)c1,0.470899471,3.495801043,3.841939965,0.0,0.0,0.0,1.0,4.53868402,34.96985525,42.58445502,4.179804434,3.992352216,5.167639043,1.25478458,0.245963709,17.46831384,152.7439909,0.832482993,-1.160822074,162.4985719,0.989845783,2.754092995,714.5082305,0.202108352,2.612777778,0.0,7.276980836,1.21536186,0.793375913,0.955382211,1.355044212,15.27698084,0.0,12.94387169,0.755824791,0.193596748,-454.2674149,0.0,0.878693739,17.13713454,2.272682416,0.992431162,0.0,12.68382351,2.864905077,7331.711562,1.41398596,0.5,2.568700335,-1.160822074,8.397940009
CN1C(=O)CO[C@@H](c2ccc(Cl)cc2)[C@H]1c1cccc(Cl)c1,0.159486017,2.99547365,3.682844387,0.0,0.0,0.0,0.0,0.0,34.96985447,39.04226193,4.002729494,3.95008583,4.516338972,0.587755102,0.146886347,-17.89707141,153.7640018,0.350694444,0.044457268,151.9902342,0.939383068,2.630172608,226.2674897,0.07707213,1.528888889,0.0,5.111419176,0.874927877,0.8395935,0.805089215,2.078976023,12.11141918,0.0,4.338197504,0.815086591,0.137275775,112.2803569,0.0,0.0,7.000299978,5.0561288,0.906640711,2.070996629,11.74191486,2.262457477,5689.268068,1.317970571,0.0,40.43679456,0.044457268,4.522878745
C1=CC2=C(C(=C(C=C2)C(C3=CC(=C(C=C3)Cl)Cl)NC4=NC=C(C=C4)F)O)N=C1,0.430083144,3.374112983,3.767069821,0.314634699,1.0,1.0,0.0,0.0,34.96985503,37.61771633,4.089850328,3.913272931,4.905274778,0.749387755,0.153205197,-5.151932127,161.0159978,0.704861111,6.301405161,209.4759829,0.986578807,2.707759288,337.6049383,0.087922743,2.022222222,0.0,5.277373808,0.896313769,0.825647416,0.893754942,0.0,13.27737381,0.0,6.211832061,0.901262983,0.201800251,8.537868744,0.257166507,3.449229865,12.74828966,0.0,0.901734531,0.0,12.2767435,2.269779529,6762.671909,1.606935936,0.0,-26.29350082,-0.385241111,5.045757491
Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,0.322759196,3.308822458,3.776700431,0.530459845,1.0,2.0,0.0,0.0,34.96885393,33.39473861,4.12689685,3.888188238,5.044231244,0.735646259,0.246187953,-7.775199686,142.3479194,0.611181973,-0.968231015,207.2101161,1.040311752,2.681901836,419.6162551,0.163321896,1.782777778,1.0,5.658337952,1.046794703,0.845924851,0.807719532,0.971722989,13.39450955,0.0,7.944845118,0.895895083,0.212535946,65.26083039,0.366362651,0.28256185,12.8626633,1.621589364,0.976138428,2.336691137,10.62687377,2.518809482,5978.612613,1.379682177,0.25,3.275047815,-1.020017668,7.48148606
C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,0.045099521,2.752874485,3.044261851,0.0,0.0,2.0,0.0,0.0,15.99999874,25.04852858,3.825514947,3.609808848,3.931825633,0.268526077,0.132498381,4.353734088,106.0004691,0.174496882,-0.640895193,105.3404974,0.54319774,1.711045936,200.0,0.109599744,1.188333333,0.0,4.510870654,0.991276122,1.060408155,1.062035315,0.0,11.51087065,2.0,2.102094241,1.008680556,0.093957392,-162.4916993,3.205550016,7.131543926,5.931661303,0.0,0.519111728,0.0,9.52591944,1.287682023,3180.014073,0.884024427,1.243816058,-59.09424591,-0.694592782,7.698970004
CCCN1[C@@H]([C@H](C[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,0.447215923,3.314019686,3.754915673,0.0,0.0,0.0,2.0,0.0,34.97015704,37.88594928,3.987933401,3.929096389,4.574710979,1.075102041,0.180953873,15.10112325,130.8761801,0.78125,4.177993431,146.2274494,1.025974152,2.740591069,501.5432099,0.085984587,2.36,0.0,6.224157302,0.915057956,0.828775597,0.976734604,0.0,13.2241573,0.0,3.154375615,0.727671625,0.164702425,-344.5556686,0.0,0.0,10.82434356,0.0,1.115680303,1.608472732,12.80640361,3.293678586,6674.685186,1.292022171,0.814325285,14.61280305,-0.897091567,6.387216143
C1=CC=C(C=C1)C2=C(N(C=N2)CC3=CC=C(C=C3)Cl)C4=CNC5=C4C=CC(=C5)Cl,0.284486017,3.49993854,3.858225154,0.335944005,1.0,0.0,0.0,0.0,34.97015708,46.0033623,4.028693719,3.945799087,4.997212274,0.657414966,0.260958352,-3.063236823,143.0783726,0.491354875,11.17305281,201.7242292,1.028724763,2.685154247,290.7016461,0.192897845,1.591666667,1.0,1.845674529,0.607949536,0.849784264,0.839608505,0.0,3.4849795,0.0,6.127691166,0.716882738,0.11175977,-932.2752162,0.0,0.766950948,10.17951787,0.0,0.998745779,0.0,12.26718265,2.525498986,6581.605139,1.590897619,0.0,41.1874008,1.031437615,6.698970004
CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,0.126732174,3.057813296,3.432318191,0.97192442,2.0,3.0,0.0,0.0,15.99592525,31.57249642,3.85011453,3.748054175,4.317488114,0.283265306,0.057704174,-4.910241377,93.70648354,0.220486111,1.811407168,152.9843265,0.841461745,2.330340829,158.1111111,0.055555556,1.084444444,0.0,5.045791131,0.860846329,1.013741587,1.028833813,0.0,12.04579113,0.0,4.496163683,0.591163194,0.041066607,-63.15552312,1.252871279,0.0,4.263256607,0.0,0.475261893,1.265850472,9.40972267,0.83641945,3279.726924,1.317354573,0.125,-17.51931484,-0.252523148,5.007446482
CC1=CC=C(C=C1)N2C(=CC(=C2C)C=C3C(=O)NC(=S)NC3=O)C,0.21593128,3.085642626,3.678133939,1.00401967,2.0,2.0,0.0,0.0,31.9720722,34.60722309,3.985583029,3.887815569,4.634728988,0.814829932,0.220201195,-6.228544075,115.6681711,0.407986111,5.285186488,170.6120948,1.028175854,2.676274102,253.5308642,0.142723831,1.721666667,0.0,5.090250762,1.279175846,0.757847667,0.800051434,0.0,12.09025076,0.0,5.49726776,0.615517029,0.145590193,489.1212418,1.065078353,6.069424789,10.02700338,0.0,0.948664108,6.183610838,11.03740735,2.365661361,4742.395015,1.290346604,0.25,28.64316588,-0.334362069,5.327902142
Cc1cccc2c1C(O)(c1ccc(Cl)cc1)N(Cc1ccc([N+](=O)[O-])cc1)C2=O,0.389038486,3.28323405,3.84208168,0.0,0.0,1.0,0.0,0.0,34.96885395,39.72404365,4.036884498,3.904468461,5.005622752,0.729795918,0.304189561,-13.90287198,127.4793555,0.571215986,-0.26280607,182.0814351,1.007167592,2.645815032,368.3703704,0.167375219,2.535555556,1.0,6.250137907,0.738758688,0.864444003,0.840188648,1.407396935,13.25013791,0.0,5.716352706,0.892120645,0.232945066,-172.7794752,0.072564538,1.366798651,7.609066716,4.435489246,1.123528068,2.153374708,12.8738832,3.401650037,5864.050352,1.377289109,0.980560918,38.69475123,-0.26280607,5.657577319
O=C(O)C(c1ccccc1)N(Cc1ccc(C(F)(F)F)cc1)C(=O)c1cccc(I)c1,0.573444192,3.367343372,3.822326471,0.0,0.0,0.0,0.0,0.0,126.9044733,55.84798826,10.69472789,3.896495072,4.861748513,0.813061224,0.136367673,-13.40601931,447.64605,0.5625,-1.710606003,202.1926192,1.007167592,2.645815032,552.9491111,0.087630571,1.995555556,0.0,6.356538265,0.915522309,0.414211015,0.896575834,0.929340166,13.35653827,0.0,4.768971936,1.367109362,0.125686161,1149.108682,0.0,0.0,7.935397531,1.431922294,1.191645278,0.0,12.54557966,2.468427178,21487.0104,1.618160645,0.814325285,-36.48605979,-1.221694686,4.823908741
O=C1NC(=S)NC(=O)C1=Cc1cc(C2CC2)n(-c2ccc(Br)cc2)c1-c1ccccc1,0.512762976,3.658882908,3.959977654,0.95591871,2.0,2.0,1.0,0.0,78.91833756,44.02035653,6.8796467,4.144535099,5.202632116,1.022312925,0.439433326,32.89361254,244.7682657,0.822030896,0.132705178,182.2256753,1.117317621,2.753008115,425.0740741,0.251236843,2.277777778,0.0,5.57947375,0.598962656,0.475551891,0.949088398,2.001936289,12.57947375,0.0,13.46685614,0.614266359,0.155241606,-277.1621992,1.10944735,6.012477162,15.12722548,6.796931393,1.226529632,0.0,12.75467474,2.859412602,11993.64502,1.519402301,0.25,-5.023640486,-0.326697566,5.657577319
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.020408163,3.088573061,3.370285388,0.0,0.0,1.0,0.0,0.0,15.99592421,25.29976348,4.0771479,3.695493217,4.801969762,0.425306122,0.242966475,-34.86468039,85.88905935,0.161458333,0.0,82.93501211,0.791169181,2.344553496,179.3333333,0.102679974,2.017777778,0.0,4.260321948,1.191032277,1.142160398,0.81918598,1.589124858,10.26032195,1.0,8.146884453,0.618463719,0.209634507,-437.5097121,1.023305013,0.0,12.94860915,5.686098592,0.805274413,1.948817506,11.3082534,3.019060513,3177.895196,0.959672088,0.333333333,38.23300932,-0.037993433,6.709965389
O=C(CC(c1ccccc1)c1ccccc1)N[C@H](Cc1ccc(O)cc1)C(=O)O,0.358024691,3.46129438,3.685571875,0.381017574,1.0,0.0,1.0,0.0,15.99930159,48.7230818,3.880116682,3.819828471,4.725172978,0.629387755,0.069101492,-13.32899003,90.49570056,0.586805556,-1.420109547,172.8226539,1.007167592,2.645815032,438.3333333,0.091927808,1.524444444,0.0,5.744847779,1.328568457,1.122177878,1.129964761,1.496926834,12.74484778,0.0,4.621841755,0.905878055,0.086675282,-470.970855,0.0,0.0,7.393958954,2.828622679,0.713834376,0.0,11.60232451,1.774524406,4705.776429,1.236949808,1.083725192,-14.71894561,-1.095002572,8.017728767
C1CC1CN2[C@@H]([C@H](C[C@@H](C2=O)CC#N)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,0.393550013,3.565731009,3.781820485,0.0,0.0,0.0,3.0,0.0,34.97015701,39.23277969,3.989365552,3.92918939,4.605170186,0.96739229,0.309073745,24.94808753,130.0438658,0.625956633,5.579096336,150.8566217,1.081566699,2.743190972,444.3765432,0.184332761,2.11,0.0,6.364157302,0.842866056,0.835270568,1.022991327,0.0,13.3641573,0.0,3.125678119,0.709105866,0.164702425,-398.2725636,0.0,0.0,10.96794601,0.0,1.255254725,0.0,12.90166775,3.291453308,6502.19329,1.379138908,0.0,57.00288904,0.189825365,5.630784143
C1=CC(=CC(=C1)N=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC2=CC=C(C=C2)Cl,0.439657344,3.322681432,3.688435895,1.388772486,3.0,5.0,0.0,0.0,34.9693809,34.433786,3.943370199,3.83497087,4.624972813,0.629387755,0.077450383,-28.21921499,120.8327645,0.559027778,-0.694941838,172.1875481,1.129958556,2.861417743,514.7829218,0.055555556,1.804444444,0.0,5.438351263,1.345250037,0.905458312,1.057816365,0.0,12.43835126,3.0,3.12312812,0.984496978,0.037843679,157.4912587,0.309788808,5.217421788,8.084977218,0.0,0.887975079,0.0,9.829566504,1.374644739,6766.634812,1.210607416,1.792756262,-93.55062149,-1.252585024,6.20481541
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CC4=CC=C(C=C4)Cl,0.277927375,3.232622252,3.861790709,0.0,0.0,1.0,0.0,0.0,34.97015684,50.11546216,4.009560289,3.937367296,4.820281566,0.627755102,0.288690331,-3.436786567,152.8371842,0.449688209,5.480977184,188.572964,1.025056346,2.681651995,276.2438272,0.173258741,1.899444444,1.0,6.105993722,0.883865304,0.798000566,0.849490349,0.0,13.10599372,0.0,4.566003617,0.853058145,0.20590958,-140.4221774,0.101113902,1.725743131,5.506834813,0.0,1.059990391,0.0,12.57124247,2.927576482,6266.324552,1.528982614,0.25,-1.930104289,-0.128395062,5.37675071
N=C(N)Nc1cccc(C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCc2ccc(Cl)cc2)c1,0.439657344,3.316608556,3.688449264,1.884984288,4.0,5.0,0.0,0.0,34.96885415,32.94491961,3.965128495,3.853720449,4.649187071,0.629387755,0.078916672,-27.58554059,120.8327645,0.559027778,-3.477151487,171.9843951,1.123784113,2.851527054,521.2829218,0.055555556,1.804444444,0.0,5.436721444,1.355918535,0.924569423,1.083598012,1.447388212,12.43672144,3.0,3.31374792,0.983733089,0.037843679,56.93980485,0.309046761,5.205359437,8.084977218,2.714776253,0.894405997,0.0,9.830134555,1.392284643,6766.634812,1.211444167,1.792756262,-93.55062149,-1.254214842,6.20481541
CCN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br,0.553303729,3.556953457,3.995829675,0.0,0.0,0.0,0.0,0.0,78.91943413,52.92204565,6.879516345,6.879516115,5.099866428,1.265351474,0.287277868,1.201051667,331.7214916,0.660643424,10.7337193,179.7561456,1.045595774,2.831114087,478.5771605,0.138952607,3.123888889,1.0,3.271801307,0.985519611,0.510860657,0.783505448,0.0,6.771801307,0.0,4.854627355,0.968439875,0.190140736,-684.55967,0.0,0.0,17.26143697,0.0,1.422421757,2.18559177,13.6244826,3.938172739,17581.23905,1.530246819,0.0,35.06697784,0.886171698,5.744727495
C[C@H](c1ccc(Cl)cc1)N(C(=O)/C=C/c1ccccc1)[C@H](C(N)=O)c1ccc(Cl)cc1,0.49281935,3.46768133,3.809874,0.0,0.0,0.0,0.0,0.0,34.96985526,49.17643726,3.989435245,3.960193795,4.869455681,0.893877551,0.113587612,-24.73323282,132.9564063,0.753472222,-0.800177506,191.2625296,1.007167592,2.68480791,470.5802469,0.087630571,2.435555556,0.0,6.431927206,1.083686437,0.83256578,0.953187144,1.902409979,13.43192721,0.0,5.046554487,0.95436948,0.153234147,-476.0554001,0.0,0.0,9.460369082,5.148791802,1.055570384,2.64820933,12.4954722,2.49327515,7046.689533,1.413423856,0.2,7.577998454,-0.544053797,4.522878745
C1CCC(C1)NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N,0.285218254,3.555962231,3.882148592,0.249497267,1.0,0.0,0.0,0.0,34.96985556,45.22706876,4.143517878,3.926057745,4.812184355,0.719909297,0.373707411,26.43614787,153.82793,0.722257653,9.424420462,168.0773794,1.026304193,2.680883014,354.1438043,0.286738345,2.109444444,0.0,6.258921343,1.141778792,0.834707596,0.907077022,0.0,13.25892134,0.0,5.542260209,0.561295771,0.18271458,-679.838388,0.0,5.06431032,14.14875493,0.0,1.194869548,0.0,13.71547909,3.45091779,7383.740641,1.548177458,0.0,46.32051802,0.045696875,5.168130226
Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1ccnc2[nH]c(=S)[nH]c(=O)c12,0.309405707,3.602268919,3.772300063,0.0,0.0,5.0,0.0,4.42846823,31.97207249,43.4684479,4.272803814,4.114186766,5.478553417,0.795283447,0.223572085,-8.841964667,115.6088303,0.549461451,0.0,164.7770873,1.050370267,2.76330638,434.1728395,0.17653393,2.345,0.0,5.931976446,1.131287893,0.913228291,0.877487488,1.766025972,12.93197645,0.0,25.52699806,0.617373971,0.166984242,-723.8734639,0.818348136,5.308920596,19.98690333,7.242158826,0.873861295,3.279379021,12.81083197,2.942712542,5549.223853,1.389283384,0.0,30.30277559,0.585548889,6.356547324
COc1ccc(C(Nc2cc(Cl)c(Cl)cn2)c2ccc3cccnc3c2O)c(OC)c1OC,0.664651046,3.37498503,3.86686772,0.288764754,1.0,2.0,0.0,4.396520841,34.96985548,41.96336453,4.093408904,4.014887378,5.184588601,1.014693878,0.154989359,-25.93573247,140.9174333,0.982638889,0.0,193.4988802,1.22406657,2.822347217,507.8662551,0.081817141,2.684444444,0.0,5.243766156,0.851381593,0.767806233,0.666112841,1.672798191,11.24376616,0.0,8.673627842,1.001412264,0.238032466,-334.3746911,1.576813525,3.246803369,18.4022262,6.504331126,0.986836378,6.542273884,12.57713486,2.856514251,7609.541399,1.366101227,0.0,33.15637494,0.107442145,4.744727495
Cn1nc([N+](=O)[O-])nc1Sc1nnc(-c2ccccc2)o1,0.178665911,2.937490608,3.639898674,0.0,0.0,0.0,0.0,3.741138927,31.97207207,32.25637203,4.118282658,3.905150992,4.757891273,0.320861678,0.13553309,-5.637044069,157.5157841,0.199652778,0.0,249.4914798,0.731949103,2.09638333,162.7037037,0.132839418,1.011111111,0.0,3.647520724,0.543624785,1.686491474,0.799077181,1.875307784,10.64752072,0.0,10.26187777,0.816917045,0.069986771,-990.355576,0.0,0.0,3.231059444,2.012754438,0.533965444,1.253943296,10.55520924,1.277088743,4567.95774,1.598712945,0.5,89.24502161,-0.395557269,5.208309351
C[S+]([O-])c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,0.376692807,3.281089241,3.887843326,0.0,0.0,1.0,0.0,0.0,34.96885418,42.02620941,4.129417197,4.02503167,4.943426544,0.627755102,0.296477001,-15.30713464,140.0162167,0.449688209,-0.184079218,184.6668089,1.007167592,2.645815032,314.0792181,0.173258741,1.979444444,1.0,6.16727249,0.91021457,0.777543335,0.872042472,1.766133295,13.16727249,0.0,5.611824183,0.86482512,0.20590958,192.0096002,0.089882874,1.596926418,5.506834813,4.923923521,1.106710415,1.023524439,12.60266931,3.242289168,6440.745966,1.510637788,0.436790232,211.0625388,-0.184079218,4.0
CN1[C@@H]([C@@H](O[C@H](C1=O)CC2=CC(=CC=C2)OC)C3=CC=C(C=C3)Br)C4=CC=C(C=C4)Br,0.463340892,3.489159791,3.872514334,0.0,0.0,0.0,0.0,0.0,78.91943407,52.31255347,6.879516838,6.87951562,4.812184355,1.009795918,0.226897255,-27.45184983,321.5439071,0.753472222,6.975784024,183.0071119,1.026709679,2.782949625,429.3595679,0.100901543,2.382222222,0.0,6.356363434,0.721357793,0.564860685,0.796418379,0.0,13.35636343,0.0,3.369691923,0.912014656,0.145651522,333.0920877,0.0,0.0,11.57523739,0.0,1.440710659,3.840059888,12.09117585,3.180052392,17363.37098,1.434819189,0.0,33.88260934,0.023154594,5.677780705
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CCC4=CC=C(C=C4)[N+](=O)[O-],0.215427375,3.302639341,3.825574119,0.0,0.0,1.0,0.0,0.0,34.96885395,41.52888964,4.003434674,3.87220015,4.8978398,0.799274376,0.280928454,-22.11979267,127.4793555,0.52954932,3.622930539,191.2332238,1.025568565,2.686064023,359.06893,0.173258741,1.819444444,1.0,6.101984615,0.938989558,0.775740869,0.923219674,0.0,13.10198461,0.0,4.247585601,0.868000078,0.20590958,516.4216653,0.095649699,1.746677145,5.068777063,0.0,0.988859284,0.0,12.46994593,2.988673697,5864.050352,1.390060477,0.914049227,38.69475123,-0.220714496,5.207608311
C1=CC(=CC=C1C(=O)C(C2=C(C=C(C=C2)F)Cl)NC3=CC=C(C=C3)Cl)Cl,0.48324515,3.259542696,3.931125508,0.270850961,1.0,1.0,0.0,0.0,34.97105962,50.52021508,4.01330499,3.937301987,4.709530201,0.626938776,0.141030394,-8.879275602,191.8385161,0.493055556,5.741269472,197.5104107,1.010952692,2.681174506,325.3765432,0.079611817,1.777777778,0.0,6.248407972,0.835627448,0.687317648,0.925078294,0.0,13.58063024,0.0,4.716083916,0.896754535,0.109761052,183.9817757,3.678326755,0.126863747,9.933096689,0.0,0.985716318,0.0,12.03844627,1.997192048,7481.702126,1.72899596,0.0,-11.15152215,-0.250955652,5.007004902
CCN1C/C(=C/c2ccc(OC)c(O)c2)C(=O)/C(=C/c2ccc(OC)c(O)c2)C1,0.443436634,3.183094454,3.693823706,0.0,0.0,0.0,0.0,0.0,15.9989462,37.37588636,3.912577986,3.840015099,4.848116365,0.687346939,0.13238619,-1.838135929,89.25023031,0.572916667,1.248719083,162.1048335,1.120723908,2.698058431,433.7222222,0.076063372,1.871111111,0.0,6.074164462,0.924379514,0.821815206,0.787537956,1.578276429,13.07416446,1.0,6.327201622,0.687847773,0.072095698,738.1324936,0.0,0.0,8.772000381,2.287367346,0.852669729,4.087978549,10.86165362,2.095727848,4819.512437,1.369196477,0.35809271,49.68291641,-0.041374349,5.07211659
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1cccc2ccccc12,0.23861489,3.36656905,3.8807607,0.0,0.0,1.0,0.0,0.0,34.96885392,49.99716782,4.042044601,3.983927789,5.150397236,0.88984127,0.312265956,-19.16192853,118.9303559,0.637223639,-0.145693657,203.9822216,1.007167592,2.645815032,372.9022634,0.197315003,1.872777778,1.0,6.367060148,1.144259299,0.749175126,0.875964768,1.799672425,13.36706015,0.0,7.038505442,0.874498724,0.259428623,733.0969284,0.072561092,1.287562009,7.951499558,4.21853145,1.010721214,0.0,12.70457972,3.439163211,5589.726728,1.569001366,0.25,33.15954409,-0.145693657,4.017728767
CN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,0.623598513,3.412594567,3.962106554,0.0,0.0,2.0,0.0,0.0,126.9044733,52.04672771,10.6947279,4.005933077,5.035327907,1.688480726,0.178849266,-20.75983514,470.280512,0.844671202,-1.923670243,201.3252447,1.007167592,2.666303244,594.2132346,0.079611817,3.732777778,0.0,7.04384403,0.981005729,0.609009125,0.751119852,1.757728811,14.04384403,0.0,4.635858586,1.095804177,0.209522921,707.0935544,0.63048007,0.0,18.32311209,5.415373619,1.596201441,2.838011282,13.24779717,3.718335086,23514.0256,1.705561708,1.315560521,-42.56826324,-1.161600083,5.661543506
CC(C)N[C@@H]1CC[C@H](c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2)C1,0.348450491,3.314747333,3.689339877,0.067506527,1.0,0.0,2.0,0.0,34.96985461,42.583604,3.998489171,3.949836274,4.483002552,0.663673469,0.197131166,4.784306298,117.643861,0.482638889,0.0,161.9010425,1.007167592,2.645815032,256.6316872,0.123596937,1.297777778,0.0,1.288553571,1.083529144,0.654521132,0.994268479,2.343124904,3.788553571,1.0,3.807686031,0.475338001,0.120234087,750.9795688,0.0,0.0,7.786318489,6.11419498,1.239129525,3.255766079,12.05829227,2.960010821,5764.54919,1.265387169,0.0,39.0877871,1.514636708,4.850780887
C1CC1CN2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(S4)Cl,0.43792517,3.555032816,3.782387903,0.0,0.0,0.0,3.0,0.0,34.97015761,31.41551899,4.169036211,3.956707639,4.521788577,1.060544218,0.388727514,29.80585603,154.2088273,0.710990646,5.208475996,155.999909,1.122195383,2.743205947,442.820759,0.33120806,1.967777778,0.0,6.377053797,0.996734251,0.957793268,0.984798218,0.0,13.3770538,0.0,2.605381166,0.703796918,0.192561853,-510.6571317,0.0,0.0,13.23510343,0.0,1.639613174,0.0,13.83777428,4.311493886,7556.232537,1.451415439,0.814325285,70.20307016,-0.857478542,6.366531544
C1=CC=NC(=C1)NC(C2=C(C=C(C=C2)Cl)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,0.274376417,3.366732866,3.727466431,0.280444027,1.0,2.0,0.0,0.0,34.9698549,39.20568163,4.063902399,3.900660175,4.875197323,0.650612245,0.146737009,-6.214729681,152.4463964,0.590277778,7.341306829,198.9052586,0.952115839,2.712636229,309.6666667,0.091251368,1.831111111,0.0,5.003252986,1.178011478,0.843742119,0.904504727,0.0,11.00325299,0.0,6.299,0.870095182,0.145988939,476.2148032,0.235299145,3.085796579,12.35852439,0.0,0.851167559,0.0,12.52408696,2.4308561,6402.748649,1.618786579,0.0,-15.09540505,0.224238351,5.13076828
Cc1cccc(NC(c2cccc(C(F)(F)F)c2)c2ccc3cccnc3c2O)n1,0.48904006,3.380793964,3.779962079,0.339475269,1.0,3.0,0.0,4.222034413,19.00041595,36.95265832,4.019446331,3.864782653,5.068904202,0.83755102,0.128072306,-21.52741339,109.6612095,0.84375,0.0,195.2555829,1.105311114,2.797437134,478.5833333,0.091644259,1.968888889,0.0,5.308989797,0.899614156,0.932125537,0.935228929,1.021110586,13.3089898,0.0,9.005279971,1.387592146,0.13037168,87.87580055,4.518072895,3.69955971,11.42293302,1.144198967,0.857986714,1.778401481,12.13155585,2.116709453,5263.738055,1.435835652,0.0,12.20368769,-0.76166168,4.744727495
CC1=C(C=C(C=C1)Cl)N2C(=C(N=C2C3=CC=CC=C3)C(=O)O)C4=CC(=CC=C4)Cl,0.35600907,3.481710873,3.824343798,0.0,0.0,0.0,0.0,0.0,34.97015711,47.27835724,4.031849209,3.935846035,4.9698133,1.111156463,0.214042886,20.55652972,150.0458868,0.649305556,6.715394757,165.1711845,1.028724763,2.728297301,502.1234568,0.133909054,2.501666667,0.0,5.202531772,1.174302516,1.003008531,0.836919682,0.0,12.20253177,0.0,6.803891051,0.743680516,0.137887429,-1053.304711,0.0,1.049415981,14.8821735,0.0,1.016867074,2.613744143,12.98769733,2.559544826,6752.064907,1.602137626,0.5,2.452504273,-1.015549257,7.958607315
C1COCCN1C(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Br)N,0.282438901,3.428562577,3.908315058,0.0,0.0,0.0,0.0,0.0,78.91833752,42.32052722,6.879516291,4.136326947,4.828313737,0.751020408,0.381481917,-7.12608227,274.3773719,0.628507653,9.486591566,167.3242157,1.026172795,2.699433275,368.2302241,0.260213108,2.220555556,0.0,6.442285541,0.972620883,0.585484328,0.752586297,0.0,13.44228554,0.0,5.456029012,0.645559158,0.204189481,-437.4120782,0.0,5.259116906,12.45338106,0.0,1.295292488,0.0,13.8314168,3.550192289,12621.35911,1.496013891,0.0,15.99116394,0.087497667,5.125518182
