Smiles,Molecule_ID,pIC50
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(Oc4ccc(Cl)cn4)c32)CC1,71534821,7.811071516
CC(C)[S+]([O-])c1nc(N[C@H](C)C2CCC2)c2c(n1)nc(N1CCOC[C@H]1c1ccccc1)n2C[C@H]1CC[C@H](C)CC1,90325168,7.81079051
C[C@@H]1CNCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,134819564,7.810229044
CC(C)c1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)[nH]c(=O)c1,134819443,7.808269607
Cc1cc(Cl)ccc1C1c2c(nn(CCC#N)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,89601369,7.806875402
CC(O)(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,134819679,7.806041022
CC[C@H]1CC[C@H](Cn2c(-c3cc(C(C)C)ccn3)nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c32)CC1,134819574,7.803823815
COc1ncc(-c2nc3c(n2C(C)C)[C@@H](c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,86766960,7.801342913
C[C@@H](Nc1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1)c1ccccc1,90318181,7.801342913
CCOc1ccc(C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,118558871,7.80106813
CCC1=CCC(Cn2c(-c3cc(C(C)C)ccn3)nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c32)CC1,90318483,7.799696817
Cc1cnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)c(F)c2)cc1C(C)C,118558877,7.79832982
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3C4CCC3COC4)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90325643,7.797784224
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CN3CCOCC3)cc2C(=O)N1Cc1ccc(Cl)cn1,135282652,7.795880017
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1F,135282690,7.795880017
CC[C@@](O)(c1cc(F)c2c(c1)C(=O)N([C@@H](CCC(=O)O)c1ccc(Cl)cc1)[C@@]2(OC)c1ccc(Cl)cc1)C1CCOCC1,135281641,7.795880017
C[C@@H](c1ccc(Cl)cc1)N1C(=O)c2cc(C(C)(C)O)ccc2[C@]1(O[C@@H]1COC[C@@H]1O)c1ccc(Cl)cc1,135281435,7.795880017
C[S@](=O)c1cc(Cl)ccc1CN1C(=O)c2cc(C(C)(C)O)cc(F)c2[C@]1(OCC1(CO)CC1)c1ccc(Cl)cc1,154732973,7.795880017
O=C(O)c1ccc(N2CC[C@H]3[C@@H](C2=O)[C@H](c2cccc(Cl)c2)[C@]2(C(=O)Nc4cc(Cl)ccc42)N3CC2CC2)cc1,118636510,7.795880017
CCOc1cccc(CN2[C@H]3CCN(c4ccc(C(=O)O)cc4[N+](=O)[O-])C(=O)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,118636515,7.795880017
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC(C)(C)O)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,71747854,7.795880017
O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,71023095,7.795880017
CCC1CCC(Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)C1,90684237,7.795880017
CC1COCCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,90684042,7.795880017
CCS(=O)(=O)NC[C@H](C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,68000551,7.793174124
CC(c1cccc(F)c1)N(C)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)c(F)c1,134819305,7.791827473
CC(C)c1c2c(nn1Cc1nnn[nH]1)C(=O)N(c1cccc(Cl)c1F)C2c1ccc(Cl)cc1,71585786,7.790484985
CCCN(c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1)C1CCCCC1,134819321,7.790484985
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCOC[C@H]3Cc3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819405,7.790216985
COCCN(CCOC)C(=O)OC(C)OC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)c(OC)c1,71738758,7.787812396
C[C@@H](Nc1cc(C(=O)O)cc2nc(-c3ccc4sccc4c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CC1,118566468,7.787812396
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(N(C)C)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,77846541,7.786482243
CC[C@@H](c1ccccc1)N(C)c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,90324999,7.785686103
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,11599265,7.785156152
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(-n3ccnc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819369,7.783834098
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(Cl)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,77846626,7.783042793
COc1ccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)cc1C,90324913,7.781727146
CC(C)CCn1nc2c(c1C(C)C)C(c1ccc(F)c(F)c1)N(c1cccc(Cl)c1F)C2=O,71585686,7.779891912
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCCC3c3ccncc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90317670,7.779891912
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccc4occc4c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,118558967,7.776244546
CCc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,90320097,7.776244546
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3(F)CCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819660,7.77314243
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3(c4cccc(F)c4)CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819646,7.771599641
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(OC4CCCCC4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,77846783,7.771343042
C[C@H]1CC[C@H](Cn2c(C3(c4ccccn4)CC3)nc3nc(-c4nc(=O)o[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,71537940,7.770574152
Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)c[nH]c12,44359150,7.769551079
Cc1c(Cl)ccc2cc(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)[nH]c12,168296915,7.769551079
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)c3nccs3)cc2C(=O)N1Cc1ccc(Cl)cn1,135282667,7.769551079
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ncc(Cl)cn1)C2(OCC1(CO)CC1)c1ccc(Cl)cc1,137497996,7.769551079
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(O)CC1)c1ccc(Cl)cc1,135283034,7.769551079
CN(C)C(=O)CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cc1,135281547,7.769551079
COCC1(CO[C@]2(c3ccc(Cl)cc3)c3ccc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cc2)CC1,135281414,7.769551079
CC[C@@](O)(c1cc(F)c2c(c1)C(=O)N([C@@H](CC(=O)O)c1ccc(Cl)cc1)[C@@]2(OC)c1ccc(Cl)cc1)C1(F)CCOCC1,154733008,7.769551079
COCCN1[C@H]2CN(c3ccc(C(=O)O)cc3)C(=O)[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,118636533,7.769551079
CCOc1cccc(CN2[C@H]3CN(Cc4ccc(C(=O)O)cc4)C(=O)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,118636547,7.769551079
CCOc1cccc(CN2[C@H]3CCNC(=O)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,118641398,7.769551079
O=C1[C@@H]2[C@H](CCN1c1ccc(-c3nnn[nH]3)cc1)N(CC1CC1)[C@@]1(C(=O)Nc3cc(Cl)ccc31)[C@H]2c1cccc(Cl)c1F,118636458,7.769551079
O=C(O)Cc1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1,71020646,7.769551079
CC(=O)N1CC(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)C1,71020649,7.769551079
O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,71020667,7.769551079
COc1cc(C(N)=O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)ncc32)C1c1cccc(Cl)c1F,76332045,7.769551079
O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,70872023,7.769551079
CC1N(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCOC1(C)C,90684131,7.769551079
CCc1noc(C)c1C1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,90684060,7.769551079
CC(C)n1c(-c2c[nH]c(=O)[nH]c2=O)nc2c1[C@H](c1ccc(Cl)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,86767039,7.763361986
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCC[C@@H]3c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90324998,7.762707662
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccc(Cl)c(C(F)(F)F)c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90317671,7.762205007
COc1ccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)cc1F,90317553,7.759201229
C[C@@H](Nc1nc([S+]([O-])CC(F)(F)F)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325322,7.758702613
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCCC3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90325069,7.754240644
CC1CCN(C)C(c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)C1,90319228,7.751046385
CC(C)(CO)Nc1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,134819481,7.749336081
C[C@H](C1CCC1)N(C)c1nc(C(=O)O)nc2nc(-c3cc(C(C)(C)C)ccn3)n(C[C@H]3CC[C@H](C)CC3)c12,90325716,7.748118545
CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C(F)(F)F)c3n2C[C@H]2CC[C@H](C)CC2)c1,90325725,7.747632486
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCc4ccccc4C3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,118558948,7.746904414
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1C,90320133,7.745210313
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCC4CCCCC4C3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325263,7.744968837
O=C(O)c1cc2nn3c(c2cc1F)OC[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,130376493,7.744727495
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,57406853,7.744727495
N#Cc1ccc(N2C(=O)c3cccc(F)c3C2(OCC2CC(O)C2)c2ccc(Cl)cc2)nc1,169490058,7.744727495
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CN3CCCNCC3)cc2C(=O)N1Cc1ccc(Cl)cn1,135282570,7.744727495
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OC[C@H]1C[C@H](O)C1)c1ccc(Cl)cc1,135282816,7.744727495
CC[C@@](O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C)cc1C(=O)O)[C@@]2(OC)c1ccc(Cl)cc1)C1(F)CCOCC1,135281401,7.744727495
CNC(=O)[C@@](C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,154732971,7.744727495
O=C(O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)o1,137657187,7.744727495
Cc1ccnc(-c2cc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,76684311,7.744727495
CCc1ccccc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,90325363,7.744727495
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1,17754765,7.744727495
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3nc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,56942230,7.744727495
C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,91932323,7.744727495
NC(=O)c1nc(C2CCCCC2)n(-c2cccc(Cl)c2F)c1-c1ccc(F)c(Cl)c1,67032018,7.744727495
Cc1cc(Cl)ccc1C1c2c(nn(C3CCOCC3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,71585177,7.744727495
C[C@H]1CC[C@H](Cn2c(Nc3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,90684141,7.744727495
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12,53477445,7.744727495
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819603,7.744245213
Cc1nc(-c2cccc(-c3nc(-c4noc(=O)[nH]4)nc4nc(N5CCOC[C@H]5c5ccccc5)n(C[C@H]5CC[C@H](C)CC5)c34)c2)no1,134819523,7.743522794
C[C@H]1CC[C@H](Cn2c(C3(F)CCCCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,134819690,7.743282254
C[C@@H]1COCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,134819459,7.741841807
CCC(c1ccccc1)N(C)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)c(F)c1,134819303,7.741362717
CC(C)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@]1(C)c1ccc(Cl)cc1,58573494,7.73754891
Cc1cc(Cl)ccc1C1c2c(nn(Cc3cc(=O)[nH]c4c(C#N)cnn34)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,89601497,7.730487056
CCc1ccc(OC)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,77847633,7.728855682
COc1cc(C(=O)OC(C)OC(=O)N2CCN(C)CC2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,71738759,7.728158393
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CC2(F)F)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,130376457,7.721246399
O=C1[C@@H]2[C@H](CCN1c1cc(F)c(O)c(F)c1)N(CC1CC1)[C@@]1(C(=O)Nc3cc(Cl)ccc31)[C@H]2c1cccc(Cl)c1F,118636558,7.721246399
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CC(c1ccccc1)c1ccccc1,137646640,7.721246399
O=C(O)CN1CCC(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1,71020647,7.721246399
CC[C@@H](Cn1ccccc1=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,58573824,7.721246399
COC[C@@H]1COCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,134819494,7.721246399
CN(Cc1ccccc1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,90684135,7.721246399
C[C@H]1CC[C@H](Cn2c(C(O)c3ccc(F)cc3F)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,90684189,7.721246399
C[C@H]1CC[C@H](Cn2c(N3CCC34COC4)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,90684094,7.721246399
O=C(O)CCC(=O)OCC1(COC2(c3ccc(Cl)cc3)c3c(Cl)cccc3C(=O)N2Cc2ccc([N+](=O)[O-])cc2)CC1,44551756,7.721246399
Cc1cc(C(C)C)cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)n1,118558566,7.72010502
C[C@H]1CC[C@H](Cn2c(N3CCOCC34CCC4)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,134819541,7.718739313
CC(O)(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,134819676,7.716020716
CC(OCc1ccccc1)c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,90317742,7.715118285
CC(C)c1c2c(nn1Cc1ccccc1C#N)C(=O)N(c1ccc(F)c(F)c1)C2c1ccc(Cl)cc1,71586079,7.714442691
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3(O)CCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819659,7.714217726
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCOC4(CCCC4)C3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90325634,7.712870379
COc1cc(C(=O)O[C@H](C)OC(=O)N2CCOCC2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,71738877,7.71219827
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N(C)CC(C)(C)C)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819361,7.711527199
CC(C)CC1CCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,134819317,7.711080394
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(CCC(C)(C)C)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,77847291,7.708409174
COC(C)(C)[C@@H]1COCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,134819496,7.705974906
CCOc1ccc(C(F)(F)F)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,77847711,7.70333481
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C4CC4)ccn3)n(Cc3ccc(C(F)(F)F)c(F)c3)c12)C1CCC1,77847124,7.699404516
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,130376455,7.698970004
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O,78225050,7.698970004
C[C@H](CO)CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cn1,169490048,7.698970004
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OCC1(C#N)CC1)c1ccc(Cl)cc1,135281503,7.698970004
O=C1Nc2cc(Cl)ccc2[C@@]12[C@@H](c1cccc(Cl)c1F)[C@@H]1c3nc4cc(CO)ccc4n3CC[C@@H]1N2CC1CC1,129028792,7.698970004
CC(C)(C)CN1[C@H]2CCn3c(nc4cc(C(=O)O)ccc43)[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,129028679,7.698970004
O=C(NO)c1ccc(N2CC[C@H]3[C@@H](C2=O)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc4cc(Cl)ccc42)N3CC2CC2)cc1,118641433,7.698970004
CC1CC1CN1[C@H]2CCN(c3ccc(C(=O)O)cc3)C(=O)[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,118636520,7.698970004
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,6253,7.698970004
O=C(N[C@H]1CC[C@@H](C(=O)O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,71020652,7.698970004
CN(C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,58573290,7.698970004
CC[C@@H](C(=O)OC(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cn1,58573756,7.698970004
CCC(CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@H](C(C)C(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,58573310,7.698970004
CCC(CC)N1C(=O)[C@@](C)(Cc2noc(=O)[nH]2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,124221542,7.698970004
CCC(CC)N1C(=O)[C@@](CC)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,58573963,7.698970004
CC[C@@H](CN1CC(C)(C)OC1=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,56591263,7.698970004
C[C@]1(O)C[C@@H](NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)C1,71020638,7.698970004
Cn1[nH]c(-c2cc3nc(N4CCC[C@H]4CF)n(C[C@H]4CC[C@H](C)CC4)c3c(-c3cncc(Cl)c3)n2)nc1=O,90236378,7.698970004
CC1CN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)C(C)CO1,90684041,7.698970004
COc1cc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)ccc1C(=O)O,59249270,7.698970004
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(O)c4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,77847285,7.697885623
CCS(=O)(=O)c1nc(N[C@H](C)C2CCC2)c2c(n1)nc(N1CCOC[C@H]1c1ccccc1)n2C[C@H]1CC[C@H](C)CC1,118558608,7.697020063
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12,53476878,7.696803943
