Smiles,Molecule_ID,pIC50
Cc1cc(Cl)ccc1C1c2c(nn(CC(=O)N3CCCC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,71586279,8.698970004
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,71585175,8.698970004
CNC(=O)c1ccc(OC)c(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c1,89601286,8.698970004
C=CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,135282590,8.698970004
CN1CCC(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ncc(Cl)cn2)[C@@]3(O[C@H]2CCOC2)c2ccc(Cl)cc2)CC1,135282519,8.698970004
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)C3CCN(CC(=O)O)CC3)cc2C(=O)N1Cc1ccc(Cl)cn1,135283062,8.698970004
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ncc(Cl)cn1)[C@@]2(OCCO)c1ccc(Cl)cc1)C1(F)CCOCC1,135283143,8.698970004
CC(C)(O)c1cc(F)c2c(c1)C(=O)N([C@@H](CC(=O)O)c1ccc(Cl)cc1)[C@@]2(O[C@H]1CCOC1)c1ccc(Cl)cc1,135281459,8.698970004
O=C(O)c1ccc2nc3n(c2c1)C[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,129028738,8.698970004
COCc1cccc(CN2[C@H]3Cn4c(nc5cc(C(=O)O)ccc54)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,129264200,8.698970004
Cc1c(C(=O)O)ccc2c1nc1n2C[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,129028798,8.698970004
O=C(O)c1cc2nc3n(c2cc1OC(F)(F)F)C[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,129264204,8.698970004
Cc1c(C(=O)O)ccc2nc3n(c12)CC[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,129264205,8.698970004
COc1cc2c(cc1C(N)=O)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC(C)C,140916964,8.698970004
CCOc1cccc(CN2[C@H]3Cn4c(nc5cc(C(N)=O)ccc54)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,129264210,8.698970004
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,129264131,8.698970004
CC(C)CN1[C@H]2Cc3c4ccc(C(=O)O)cc4nn3[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,129264133,8.698970004
CCCN1[C@H]2Cc3c4ccc(C(=O)O)cc4nn3[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,129264135,8.698970004
CCN1[C@H]2Cc3c4ccc(C(=O)O)cc4nn3[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,129264136,8.698970004
CCOc1cccc(CN2[C@H]3Cc4c5ccc(C(=O)O)cc5nn4[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,129264138,8.698970004
Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,129264140,8.698970004
COc1cc2c3n(nc2cc1C(=O)O)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,129264141,8.698970004
O=C(O)c1ccc2nn3c(c2c1)C[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,129264143,8.698970004
CCOc1cccc(CN2[C@H]3Cc4c5cc(C)c(C(=O)O)cc5nn4[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,129264147,8.698970004
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3nc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,129264146,8.698970004
O=C(O)c1ccc2c(c1)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,129028424,8.698970004
CCOc1cccc(CN2[C@H]3CCn4c(nc5cc(C(=O)O)ccc54)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,129029125,8.698970004
O=C(O)c1ccc2nc3n(c2c1)CC[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,129028670,8.698970004
COc1cc2c(cc1C(=O)O)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,129028671,8.698970004
O=C(O)c1cc2nc3n(c2cc1F)CC[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,129028614,8.698970004
O=C(O)c1ccc2c(c1)nc1n2C[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,129028628,8.698970004
COc1cc2c(cc1C(N)=O)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,129028680,8.698970004
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,135281635,8.698970004
CCOc1cccc(CN2[C@H]3CCN(c4ccc(C(=O)O)cc4)C(=O)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,118636514,8.698970004
CCOc1cccc(CN2[C@H]3CN(c4ccc(C(=O)O)cc4)C(=O)[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,118636541,8.698970004
C[C@H]1CC[C@H](Cn2c(C(F)c3ccccc3F)cc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,138404114,8.698970004
CC[C@@H](CN(C)S(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,58573526,8.698970004
CC(c1ccccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,134819608,8.692076296
CC1CCN(c2nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)C(c2ccccc2)C1,134819378,8.690582774
CC(c1ccccc1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,134819595,8.690369833
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCCC3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819428,8.687822644
COC(C)(c1ncoc1C)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,134819698,8.684659523
Cc1ccc(Cl)cc1N1C(=O)c2nc(-c3ccccc3O)n(C(C)C)c2C1c1ccc(C#N)cc1,86766906,8.684029655
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C4CC4)ccn3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325722,8.679645967
Cc1ncc(Cl)cc1-c1nc(-c2noc(=O)[nH]2)nc2nc(N3CCOC4CCCC43)n(C[C@H]3CC[C@H](C)CC3)c12,134819552,8.679023323
COC[C@](C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,154732976,8.677780705
COc1cc2c(cc1OC1CCC1)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)nc1)C(=O)C2,58437879,8.677780705
Cc1cc(Cl)ccc1C1c2c(nn(CC3CCN(C(=O)NC(C)C)CC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,89602070,8.677780705
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)cc(C(N)=O)c1)C2=O,89601754,8.677780705
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(O[C@H]1CCOC1)c1ccc(Cl)cc1)C1(F)CCOCC1,135282626,8.677780705
COCC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,135281521,8.677780705
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OCC1(C#N)CC1)c1ccc(Cl)cc1)C1CCOCC1,135282567,8.677780705
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(COCC(=O)O)CC1)c1ccc(Cl)cc1,135282264,8.677780705
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cn2)[C@@]3(OCCO)c2ccc(Cl)cc2)cn1,135282855,8.677780705
CC(c1ccccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,71538759,8.67243674
COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(C)cn(C)c2=O)C3=O)c(OC)n1,89601771,8.671620397
C[C@@H](Nc1nc(-c2n[nH]c(=O)o2)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325513,8.670195478
CCOC(=O)Cc1cnc(OC)c(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cccc(Cl)c2F)C3=O)c1,86766952,8.661543506
CC(C)C1=C(C(=O)N2C[C@H](F)C[C@H]2C(=O)N2CC3(CC3)NC[C@@H]2C)SC2=N[C@@](C)(c3ccc(Cl)nc3)[C@@H](c3ccc(Cl)c(F)c3)N21,46840819,8.657577319
Cc1cc(Cl)ccc1C1c2c(nn(CC(O)CO)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,71585981,8.657577319
Cc1cc(Cl)ccc1C1c2c(nn(CC3(O)CCN(C(=O)NC(C)C)CC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,71586076,8.657577319
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1C(=O)O)[C@@]2(OCC1(C#N)CC1)c1ccc(Cl)cc1,135281403,8.657577319
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)c3cn(C)c(C)n3)cc2C(=O)N1Cc1ccc(Cl)cn1,135283115,8.657577319
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)C3CCN(C)CC3)cc2C(=O)N1Cc1ccc(Cl)cn1,135282417,8.657577319
CC([C@H]1CC[C@H](C)CC1)n1c(N2CCOC3CCCC32)nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c21,134819579,8.654822383
COc1nnc(C(=O)N(C)C)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,71680443,8.653647026
CC(c1c(F)cccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,71538758,8.651889932
CC1CCCCN1c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,118558700,8.65150043
C[C@@H]1COC[C@@H](C)N1c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,134819495,8.650722473
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,90319980,8.648010545
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCOCC3c3ccccc3)n(Cc3ccc(C(F)(F)F)c(F)c3)c12)C1CCC1,134819300,8.648010545
COc1cccc(C2CCCCN2c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,118558646,8.646660905
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C(F)(F)F,90325062,8.645507399
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3(c4cscn4)CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819649,8.645315446
COc1ncccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,86766855,8.643974143
CC([C@H]1CC[C@H](C)CC1)n1c(N2CCOC[C@H]2C)nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c21,134819573,8.643782866
CCc1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,90320007,8.641494089
C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,118558663,8.641494089
COC(C)(C)C1CCCN1c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,90319576,8.639595945
C[S@@](=O)c1cc(Cl)ccc1CN1C(=O)c2cc(C(C)(C)O)cc(F)c2[C@]1(OCC1(CO)CC1)c1ccc(Cl)cc1,154732974,8.638272164
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)CC)CC3)cc1)C2c1ccc(Cl)cc1,58438010,8.638272164
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,89601326,8.638272164
CCOC(=O)C1(c2ccc(Cl)cc2C)c2c(nc(-c3cnc(OC)nc3OC)n2C(C)C)C(=O)N1c1cc(Cl)ccc1C,86766931,8.638272164
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)c3cnn(C)c3)cc2C(=O)N1Cc1ncc(Cl)cc1S(C)(=O)=O,135282963,8.638272164
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(C#N)cn2)[C@@]3(OCC2(O)CC2)c2ccc(Cl)cc2)cn1,135282545,8.638272164
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ncc(Cl)cn1)[C@@]2(OCC1(O)CC1)c1ccc(Cl)cc1)C1CCS(=O)(=O)CC1,137497992,8.638272164
CCC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ncc(C#N)cn1)[C@@]2(O[C@H]1CCOC1)c1ccc(Cl)cc1)c1ccn(C)n1,135283147,8.638272164
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1)c1ccccn1,135282651,8.638272164
CS(=O)c1cc(Cl)ccc1CN1C(=O)c2cc(C(C)(C)O)cc(F)c2[C@]1(OCC1(CO)CC1)c1ccc(Cl)cc1,137405340,8.638272164
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3(c4nccs4)CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819653,8.638083381
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,86766936,8.632644079
C[C@@H](Nc1nc(C(=O)O)nc2nc(C3CCCCC3c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,90325289,8.627824714
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCC[C@H]3CF)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819343,8.626352528
CC(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,71534524,8.62378815
CC[C@@H]1CNC2(CC2)CN1C(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1=C(C(C)C)N2C(=N[C@@](C)(c3ccc(Cl)nc3)[C@H]2c2ccc(Cl)c(F)c2)S1,46840822,8.619788758
CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)Nc2ccc(C#N)cc2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,118730180,8.619788758
CC(=O)N1CCC(Cn2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)CC1,71585979,8.619788758
COc1ncc(CC(=O)O)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)ccc1C)C2=O,86707778,8.619788758
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)c2ccc(F)cc2)C2CC2)C1=O,67998538,8.619788758
CCN(CC)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,58573893,8.619788758
CC1(C)CCC2(CC1)N[C@@H](C(=O)Nc1ccc(C(=O)O)cc1)[C@H](c1cccc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21,137648635,8.619788758
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(C)cc(=O)n2C)C3=O)c(OC)n1,86767049,8.618704377
CC([C@H]1CC[C@H](C)CC1)n1c(N2CCC[C@H]2CF)nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c21,134819581,8.616543703
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCCCC3c3cccnc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819367,8.614572485
C[C@H]1CC[C@H](Cn2c(C3(F)CCOc4cccnc43)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,71537364,8.611366031
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3nccs3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90319436,8.610656689
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(C)(O)c3nccs3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819651,8.610656689
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3OCc4ccccc43)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819671,8.608006928
C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,90319577,8.606951534
CC[C@H]1CC[C@H](Cn2c(-c3cc(C(C)C)ccn3)nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c32)CC1,90318570,8.603451962
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)cc1)C(=O)C2,58438199,8.602059991
Cc1cc(Cl)ccc1C1c2c(nn(CC3CCCO3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,71586278,8.602059991
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1P(C)(C)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,137405337,8.602059991
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1)C1CCNCC1,135282279,8.602059991
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ncc(Cl)cn1)[C@@]2(OCC1(C(N)=O)CC1)c1ccc(Cl)cc1)C1CCOCC1,135282373,8.602059991
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCOCC3(C)C)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819402,8.597910649
CC1CCCC(c2nc(-c3noc(=O)[nH]3)nc3nc(N4CCOC[C@H]4c4ccccc4)n(C[C@H]4CC[C@H](C)CC4)c23)C1,134819555,8.597051171
CC([C@H]1CC[C@H](C)CC1)n1c(N2CCOC3CCCC32)nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c21,134819580,8.589560214
C[C@@H](Nc1nc(C(=O)O)nc2nc(C3(c4ccccc4)CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325746,8.587539453
COC(C)(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,90331540,8.585360853
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccccn3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,71586178,8.585026652
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](CCN2CCCC2)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,68000522,8.585026652
Cc1cc(Cl)ccc1[C@H]1c2c(nn(CCO)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,89601620,8.585026652
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cn2)[C@@]3(O[C@H]2CCOC2)c2ccc(Cl)cc2)cn1,135282418,8.585026652
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)C3CCN(C(C)=O)CC3)cc2C(=O)N1Cc1ccc(C#N)cn1,135282693,8.585026652
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ncc(Cl)cn2)[C@@]3(OCC2(CO)CC2)c2ccc(Cl)cc2)cn1,135282623,8.585026652
CCC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)nc1)[C@@]2(OCCO)c1ccc(Cl)cc1)c1cn(C)cn1,135282741,8.585026652
CN1CCC(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cc2S(C)(=O)=O)[C@@]3(OCC2(CO)CC2)c2ccc(Cl)cc2)CC1,135281599,8.585026652
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)C3CCS(=O)(=O)CC3)cc2C(=O)N1Cc1ccc(Cl)cn1,137498011,8.585026652
CN1CCC([C@@](C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cc2S(C)(=O)=O)[C@@]3(OCC2(CO)CC2)c2ccc(Cl)cc2)CC1,154732988,8.585026652
Cc1cc(Cl)ccc1C1c2c(nn(CCO)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,89601377,8.585026652
CC(=O)N1CCN(c2nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)[C@H](C)C1,134819556,8.58286059
COC(c1cscn1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,134819667,8.580374639
CC[C@H](Nc1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)c1ccccc1,134819489,8.573326112
C[C@@H](Nc1nc(C(=O)O)nc2nc(C3CCCCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325295,8.571217489
CCN(C[C@H]1CC[C@H](N(C)C)CC1)c1ccc(N2C(=O)Cc3cc(OC)c(OC(C)C)cc3[C@@H]2c2ccc(Cl)cc2)cc1,58438302,8.568636236
Cc1cc(Cl)ccc1C1c2c(nn(C(=O)N3CCN(C)CC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,71585478,8.568636236
CC(O)(CCO)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,135282429,8.568636236
CC[C@@H]([C@H](O)CO)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,58573577,8.568636236
CCC1(CO[C@]2(c3ccc(Cl)cc3)c3ccc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cc2)CC1,145765556,8.568636236
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)c3ccccn3)cc2C(=O)N1Cc1ccc(Cl)cn1,135282337,8.568636236
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCCC3c3ccccn3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,90325256,8.566070234
CCc1cccc(-c2nc(-c3noc(=O)[nH]3)nc3nc(N4CCOC[C@H]4c4ccccc4)n(C[C@H]4CC[C@H](C)CC4)c23)c1,134819474,8.557990841
CC(C)c1ccnc(-c2nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c3n2CC2CCC(C)C(F)(F)C2)c1,134819572,8.554395797
CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(Cl)c(F)c2)c1,77847204,8.553929064
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(O)(CO)c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,134819654,8.55315229
CC(=O)N1CCC(NC(=O)Cn2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)CC1,71585882,8.552841969
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(C2CN(C)C(=O)N(C)C2)C3=O)c(OC)n1,71679444,8.552841969
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(F)cn2)[C@@]3(OCC2(O)CC2)c2ccc(Cl)cc2)cn1,137498010,8.552841969
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCCO)c1ccc(Cl)cc1)C1CCS(=O)(=O)CC1,137497990,8.552841969
